year,country,iso,ifs,cpi,narrowm,money,stir,ltrate
1870,Australia,AUS,193,2.708333,23.3,54.3,4.88,4.911817
1871,Australia,AUS,193,2.666667,27.2,59.5,4.6,4.844633
1872,Australia,AUS,193,2.541667,36.2,68.5,4.6,4.73735
1873,Australia,AUS,193,2.541667,38.6,73.7,4.4,4.671958
1874,Australia,AUS,193,2.666667,37.9,79.3,4.5,4.653317
1875,Australia,AUS,193,2.75,37.5,88.5,4.6,4.507325
1876,Australia,AUS,193,2.791667,38.2,95.8,4.6,4.565908
1877,Australia,AUS,193,2.875,40.2,105.7,4.5,4.38885
1878,Australia,AUS,193,2.833333,38.7,106.2,4.8,4.4428
1879,Australia,AUS,193,2.75,37.2,108.3,4.9,4.60335
1880,Australia,AUS,193,2.666667,44.6,114.8,4.7,4.409408
1881,Australia,AUS,193,2.625,57.3,134,4.7,3.7815
1882,Australia,AUS,193,2.666667,55.6,149.3,4.5,3.8220916
1883,Australia,AUS,193,2.958333,52.4,155.9,4.7,4.016817
1884,Australia,AUS,193,3,56.6,171.9,4.9,3.996425
1885,Australia,AUS,193,3,61.8,182.9,4.8,4.03225
1886,Australia,AUS,193,3,58.5,186.3,4.7,4.01905
1887,Australia,AUS,193,2.916667,66.3,199.7,4.6,3.5752833
1888,Australia,AUS,193,2.791667,75.3,218.6,4.6,3.3496417
1889,Australia,AUS,193,2.791667,71.7,227.5,4.5,3.4856584
1890,Australia,AUS,193,2.791667,74,236.5,4.3,3.55445
1891,Australia,AUS,193,2.75,69.5,238.7,4.3,3.5774917
1892,Australia,AUS,193,2.708333,67.1,240.6,4.3,3.652375
1893,Australia,AUS,193,2.625,60.5,217.8,4.2,3.72025
1894,Australia,AUS,193,2.458333,65,216.6,3.9,3.573975
1895,Australia,AUS,193,2.291667,74.4,222.3,3.6,3.0679083
1896,Australia,AUS,193,2.291667,81,226.4,3.3,2.6616667
1897,Australia,AUS,193,2.291667,80.2,222.5,3.1,2.5364
1898,Australia,AUS,193,2.25,79.2,219.7,3,2.6442333
1899,Australia,AUS,193,2.375,88.5,233.2,3.1,2.6498583
1900,Australia,AUS,193,2.416667,89.8,243.2,3.1,2.9320333
1901,Australia,AUS,193,2.458333,93.5,251,2.88,3.2178083
1902,Australia,AUS,193,2.625,93.7,257.1,2.88,3.347825
1903,Australia,AUS,193,2.666667,93,256.2,3.13,3.62
1904,Australia,AUS,193,2.541667,90.2,257.6,3.25,3.963792
1905,Australia,AUS,193,2.541667,92.1,270.8,3.25,3.7524333
1906,Australia,AUS,193,2.583333,100.5,292.8,3.25,3.4622833
1907,Australia,AUS,193,2.583333,112.7,313.2,3.19,3.5348667
1908,Australia,AUS,193,2.666667,111.9,324.2,3.19,3.5890917
1909,Australia,AUS,193,2.708333,113.2,337.6,3.13,3.71705
1910,Australia,AUS,193,2.75,130.2,368,3.13,3.771925
1911,Australia,AUS,193,2.958333,147.2,410.7,3.25,3.7424667
1912,Australia,AUS,193,3.208333,150.9,435.2,3.38,4.2347333
1913,Australia,AUS,193,3.166667,143.4,440,3.3,4.549142
1914,Australia,AUS,193,3.333333,159.3,478.7,3.3,4.3560916
1915,Australia,AUS,193,3.708333,164,507.2,3.39286,4.75
1916,Australia,AUS,193,3.791667,207.5,557.1,3.5,5.16
1917,Australia,AUS,193,4.041667,245,613.9,3.6071428571,5.18
1918,Australia,AUS,193,4.333333,261.2,658.6,3.6428571429,5.07
1919,Australia,AUS,193,4.875,277.4,727.8,3.6428571429,5.6
1920,Australia,AUS,193,4.958333,307.8,777.5,3.7857142857,6.28
1921,Australia,AUS,193,4.5,301.1,814.9,3.875,7.05
1922,Australia,AUS,193,4.416667,296.9,838.3,3.9166666667,6.17
1923,Australia,AUS,193,4.416667,302,891.3,3.9583333333,5.6
1924,Australia,AUS,193,4.458333,306.8,895.5,4,5.97
1925,Australia,AUS,193,4.5,303.9,922.7,4.0416666667,5.33
1926,Australia,AUS,193,4.5,315.9,969.2,4.0416666667,5.12
1927,Australia,AUS,193,4.583333,311.1,997.1,4.0416666667,5.08
1928,Australia,AUS,193,4.625,301.2,1032.4,4.0416666667,5.07
1929,Australia,AUS,193,4.625,302.3,1079.7,4.5,5.23
1930,Australia,AUS,193,4.25,247.8,1026.7,5.22,5.84
1931,Australia,AUS,193,4.083333,241.8,996,5.88,6.94
1932,Australia,AUS,193,3.916667,254.8,1060.5,4.17,5.25
1933,Australia,AUS,193,3.916667,251.2,1063.6,3.35,4.32
1934,Australia,AUS,193,3.916667,286.3,1123.3,2.44,3.87
1935,Australia,AUS,193,3.958333,297.2,1134.7,1.95,3.35
1936,Australia,AUS,193,4.083333,313.1,1155.5,1.75,3.58
1937,Australia,AUS,193,4.166667,341.4,1225.6,1.75,3.88
1938,Australia,AUS,193,4.25,353.5,1281.7,1.75,3.84
1939,Australia,AUS,193,4.375,357.6,1294.7,1.75,3.91
1940,Australia,AUS,193,4.625,451.2,1400.2,1.58,3.3
1941,Australia,AUS,193,4.875,500.4,1482.7,1.5,3.23
1942,Australia,AUS,193,5.166667,647.8,1653.6,1.5,3.24
1943,Australia,AUS,193,5.208333,888.9,2161.1,1.46,3.23
1944,Australia,AUS,193,5.25,1147.1,2660.9,1.25,3.24
1945,Australia,AUS,193,5.375,1253.3,3003.5,,3.25
1946,Australia,AUS,193,5.5,1325.3,3003.9,,3.24
1947,Australia,AUS,193,5.916667,1395,3045.9,,3.17
1948,Australia,AUS,193,6.416667,1539,3217.9,2.25,3.129999999
1949,Australia,AUS,193,6.968818,2133,3522.9,1.99,3.119999999
1950,Australia,AUS,193,7.609278,2729,4095,1.949999999,3.139999999
1951,Australia,AUS,193,9.118934,2639,4871,2.009999999,3.529999999
1952,Australia,AUS,193,10.68959,2639,4819,2.489999999,4.339999999
1953,Australia,AUS,193,11.14706,2963,5157,3.069999999,4.479999999
1954,Australia,AUS,193,11.2233,3129,5600,3.339999999,4.459999999
1955,Australia,AUS,193,11.45204,3159,5766,3.789999999,4.519999999
1956,Australia,AUS,193,12.16875,3090,5817,4.709999999,5.029999999
1957,Australia,AUS,193,12.46991,3239,6207,4.569999999,5.019999999
1958,Australia,AUS,193,12.63384,3179,6354,4.289999999,4.97
1959,Australia,AUS,193,12.86639,3274,6677,3.989999999,4.909999999
1960,Australia,AUS,193,13.35436,3522,7192,4.389999999,4.989999999
1961,Australia,AUS,193,13.68984,3293,7301,4.989999999,5.269999999
1962,Australia,AUS,193,13.65172,3379,7846,4.289999999,4.919999999
1963,Australia,AUS,193,13.72415,3464,8517,3.819999999,4.58
1964,Australia,AUS,193,14.04819,3732,9556,4.119999999,4.72
1965,Australia,AUS,193,14.60478,3791,10337,4.849999999,5.209999999
1966,Australia,AUS,193,15.03938,3816,11138.61,4.919999999,5.25
1967,Australia,AUS,193,15.51972,4074,12142.28,4.55,5.25
1968,Australia,AUS,193,15.93145,4414,12996.31,4.809999999,5.209999999
1969,Australia,AUS,193,16.39655,4750,14234.46,5.25,5.714166666
1970,Australia,AUS,193,17.037,4985,14962.68,6.259999999,6.6466666667
1971,Australia,AUS,193,18.07013,5312,16267.55,6.139999999,6.7133333333
1972,Australia,AUS,193,19.12994,5796,19467.3,4.909999999,5.8316666667
1973,Australia,AUS,193,20.94076,7285,23637.37,6.299999999,6.9333333333
1974,Australia,AUS,193,24.10494,7451,25297.77,9.329999999,9.0366666667
1975,Australia,AUS,193,27.73803,8389,30816.56,8.459999999,9.7416666667
1976,Australia,AUS,193,31.4893,9572,39499.83,8.689999999,10.0308333333
1977,Australia,AUS,193,35.36256,10377,42872.1,9.739999999,10.2266666667
1978,Australia,AUS,193,38.16457,11266,48245.05,8.8,9.06
1979,Australia,AUS,193,41.63373,13146,57232,9.619999999,9.7491666667
1980,Australia,AUS,193,45.8498,14843,65457,11.5,11.6475
1981,Australia,AUS,193,50.29345,16627,72752,13.76,13.9583333333
1982,Australia,AUS,193,55.89891,16895,81035,15.175,15.375
1983,Australia,AUS,193,61.55228,17881,92562,12.841666666,13.8875
1984,Australia,AUS,193,63.98371,19180.3114186851,105399,12.245833333,13.525
1985,Australia,AUS,193,68.2956,20596.492118416,120667,14.0249999994,13.9541666667
1986,Australia,AUS,193,74.49994,23232.0662725875,131643,13.9666666666,13.4166666667
1987,Australia,AUS,193,80.82405,28123.3894175317,148219,13.1666666667,13.1916666667
1988,Australia,AUS,193,86.66906,33305.1670991926,173005,12.175,12.1041666667
1989,Australia,AUS,193,93.22074,36214.0091311034,207473.9605,15.1416666667,13.4083333333
1990,Australia,AUS,193,100,38942.3912437524,229475.8015,13.4625,13.18
1991,Australia,AUS,193,103.2227,41538.4360822761,234016.7225,9.9375,10.6908333333
1992,Australia,AUS,193,104.2404,49925.5256632065,243383.9018,7.605,9.22
1993,Australia,AUS,193,106.1304,58870.3223279508,258217.3071,6.2066666667,7.2808333333
1994,Australia,AUS,193,108.1415,65365.1607554787,283445.1861,8.1925,9.0416666667
1995,Australia,AUS,193,113.1573,69707.3701460977,308981.7428,8.4858860494,9.2108952766
1996,Australia,AUS,193,116.1134,79444.4717896963,335354.3076,7.5856209707,8.2092070575
1997,Australia,AUS,193,116.37465515,90188.7116493657,356961.8623,6.0774474931,6.9549185439
1998,Australia,AUS,193,117.3743134377,95894.6824298347,384572.7590125,5.0263464772,5.4929705283
1999,Australia,AUS,193,119.0269437709,105347.344867359,420189.243571,5.5014890479,6.009311943
2000,Australia,AUS,193,124.3319746548,115311.310409458,441076.96608717,6.2163738494,6.3145693344
2001,Australia,AUS,193,129.8112847779,139992.224993394,502184.66369387,4.9817553297,5.6152643284
2002,Australia,AUS,193,133.7692308507,125188.856196568,537277.23965247,5.3146424442,5.8439577111
2003,Australia,AUS,193,137.4652746991,135185.828508929,601112.95719117,4.8879159538,5.3667754977
2004,Australia,AUS,193,140.6393478919,141842.685059412,655708.160473812,5.2721067154,5.5907745075
2005,Australia,AUS,193,144.3789481524,153523.138416253,710108.944892727,5.276235092,5.339973114
2006,Australia,AUS,193,149.5101759697,173640.001372314,802491.625485827,5.6796062982,5.5878722442
2007,Australia,AUS,193,153.0326357156,194142.275415997,984506.232993645,6.2980808959,5.9945208374
2008,Australia,AUS,193,159.6864947165,194651.752983267,1145669.75846472,5.7323235951,5.8179439396
2009,Australia,AUS,193,162.512945673,202772.230296372,1191375.42913315,4.2243396033,5.039511842
2010,Australia,AUS,193,167.1656913076,219578.973585154,1313270.69386156,4.8877083333,5.3660416667
2011,Australia,AUS,193,172.7757719079,219584.586905334,1416981.40874794,4.3722916667,4.8795833333
2012,Australia,AUS,193,175.6887714222,226171.727398032,1516300.58263611,2.8322916667,3.3791666667
2013,Australia,AUS,193,180.0370685149,248543.205736981,1620778.24505519,2.8125,3.6966666667
1870,Belgium,BEL,124,0.712069938,,,3.3835616438,4.02
1871,Belgium,BEL,124,0.7261703328,,,4.0547945205,4.0425
1872,Belgium,BEL,124,0.7543711224,,,3.7465753425,3.915
1873,Belgium,BEL,124,0.8107727016,,,5.0657534247,3.8725
1874,Belgium,BEL,124,0.7755217146,,,4.3890410959,4.08
1875,Belgium,BEL,124,0.747320925,,,3.801369863,4.085
1876,Belgium,BEL,124,0.7896221094,,,2.7,4.08
1877,Belgium,BEL,124,0.7896221094,1443.6,,2.6534246575,3.9875
1878,Belgium,BEL,124,0.7543711224,1498.1,,3.2452054795,3.97
1879,Belgium,BEL,124,0.7332205302,1660.6,,3.0054794521,3.805
1880,Belgium,BEL,124,0.6979695431,1629.3,,3.298630137,3.6475
1881,Belgium,BEL,124,0.6979695431,1713.6,,4.0739726027,3.565
1882,Belgium,BEL,124,0.6909193457,1666,,4.3671232877,3.56
1883,Belgium,BEL,124,0.6979695431,1655.4,,3.5547945205,3.335
1884,Belgium,BEL,124,0.6486181613,1581.8,,3.2726027397,3.56
1885,Belgium,BEL,124,0.6274675691,1463.6,,3.2397260274,3.4
1886,Belgium,BEL,124,0.5781161873,1389.8,,2.7602739726,3.13
1887,Belgium,BEL,124,0.6133671743,1400.6,,3.0547945205,3.1175
1888,Belgium,BEL,124,0.5992667795,1400.1,,3.2712328767,3.1075
1889,Belgium,BEL,124,0.6133671743,1459.3,,3.5369863014,3.1075
1890,Belgium,BEL,124,0.6345177665,1486.2,,3.1780821918,2.9725
1891,Belgium,BEL,124,0.6345177665,1496.9,,3,2.8275
1892,Belgium,BEL,124,0.6133671743,1451.1,,2.6917808219,2.8225
1893,Belgium,BEL,124,0.5922165821,1473.7,,2.8260273973,2.69
1894,Belgium,BEL,124,0.5781161873,1554.1,,3,2.5625
1895,Belgium,BEL,124,0.5640157924,1604.6,,2.604109589,2.58
1896,Belgium,BEL,124,0.5428652002,1753.8,,2.8410958904,2.6525
1897,Belgium,BEL,124,0.5499153976,2004.2,,3,2.63
1898,Belgium,BEL,124,0.5499153976,1929,,3.0356164384,2.6125
1899,Belgium,BEL,124,0.556965595,2051.8,,3.9164383562,2.7825
1900,Belgium,BEL,124,0.6274675691,2229.1001,,4.0863013699,2.92
1901,Belgium,BEL,124,0.6415679639,2197.3,,3.2794520548,2.9075
1902,Belgium,BEL,124,0.6274675691,2241.1001,,3,2.8375
1903,Belgium,BEL,124,0.6274675691,2313.7,,3.1739726027,2.77
1904,Belgium,BEL,124,0.5499153976,2406.7,,3,2.85
1905,Belgium,BEL,124,0.5640157924,2673.7,,3.1726027397,2.875
1906,Belgium,BEL,124,0.6204173717,2993.6001,,3.8410958904,2.915
1907,Belgium,BEL,124,0.6345177665,2939.8,,4.9479452055,3.0275
1908,Belgium,BEL,124,0.6415679639,3169.2,,3.5602739726,3.145
1909,Belgium,BEL,124,0.6345177665,3295.1001,,3.1123287671,3.11
1910,Belgium,BEL,124,0.6486181613,3509.7,,4.0643835616,3.215
1911,Belgium,BEL,124,0.6909193457,3778.8999,,4.0739726027,3.25
1912,Belgium,BEL,124,0.7402707276,3928.3999,,4.4164383562,3.5025
1913,Belgium,BEL,124,0.7050197406,4216.7998,,4.38,
1914,Belgium,BEL,124,0.7050197406,,,3,
1915,Belgium,BEL,124,0.9837772211,,,,
1916,Belgium,BEL,124,1.5874495754,,,,
1917,Belgium,BEL,124,3.0707081389,,,,
1918,Belgium,BEL,124,4.2889234989,,,,
1919,Belgium,BEL,124,2.6730262652,,,,
1920,Belgium,BEL,124,3.2078398195,14947,,4.93,4.85
1921,Belgium,BEL,124,2.8130287648,15412,,5.19,4.98
1922,Belgium,BEL,124,2.6297236323,16744,,4.71,4.76
1923,Belgium,BEL,124,3.0174844896,18276,,5.44,5
1924,Belgium,BEL,124,3.5321489002,17984,,5.5,5.4
1925,Belgium,BEL,124,3.6520022561,19252,,5.69,5.81
1926,Belgium,BEL,124,4.3570219966,24389,,7.06,6.57
1927,Belgium,BEL,124,5.5414551607,29014,,5.4,4.98
1928,Belgium,BEL,124,5.7811618725,33402,,4.25,4.59
1929,Belgium,BEL,124,6.1689227298,35739,,4.35,4.53
1930,Belgium,BEL,124,6.1618725324,39825,,2.95,3.97
1931,Belgium,BEL,124,5.6260575296,40261,,2.5,3.97
1932,Belgium,BEL,124,5.076142132,35140,,3.46,4.47
1933,Belgium,BEL,124,4.9703891709,35021,,3.5,4.55
1934,Belgium,BEL,124,4.6954314721,32254,,2.98,4.12
1935,Belgium,BEL,124,4.6178793006,41815,,2.18,4.31
1936,Belgium,BEL,124,4.8293852228,45897,,2,4.07
1937,Belgium,BEL,124,5.1818950931,44128,,2,3.95
1938,Belgium,BEL,124,5.3652002256,42558,,2.61,4.39
1939,Belgium,BEL,124,5.4286520023,45205,,2.68,4.89
1940,Belgium,BEL,124,8.0438410633,58096,,2.03,4.81
1941,Belgium,BEL,124,15.5681177255,,,2,4.13
1942,Belgium,BEL,124,23.4912577552,,,2,4.01
1943,Belgium,BEL,124,26.5768407424,,,2,3.95
1944,Belgium,BEL,124,25.521039948,,,2,3.82
1945,Belgium,BEL,124,19.5237057547,,,1.52,4.01
1946,Belgium,BEL,124,17.2729836435,,,1.67,4.18
1947,Belgium,BEL,124,17.5831923294,144900,,3.17,4.45
1948,Belgium,BEL,124,20.1776649746,152700,,3.5,4.75
1949,Belgium,BEL,124,19.5149464185,158200,,3.44,4.6
1950,Belgium,BEL,124,19.3457416808,148500,,3.4,4.42
1951,Belgium,BEL,124,21.157642414,160100,,3.55,4.62
1952,Belgium,BEL,124,21.3550479413,165800,,3.24,5.1
1953,Belgium,BEL,124,21.2845459673,172000,,2.96,4.93
1954,Belgium,BEL,124,21.5595036661,174900,,2.75,4.69
1955,Belgium,BEL,124,21.453750705,183100,,2.85,4.61
1956,Belgium,BEL,124,22.0600676819,190100,,3.04,4.68
1957,Belgium,BEL,124,22.758037225,189900,,3.94,5.99
1958,Belgium,BEL,124,23.0541455161,200600,,3.95,5.55
1959,Belgium,BEL,124,23.3361534123,206900,,3.27,4.99
1960,Belgium,BEL,124,23.4066553864,211800,,4.41,5.48
1961,Belgium,BEL,124,23.6393119007,225800,,4.91,5.9
1962,Belgium,BEL,124,23.9706711788,241900,,3.95,5.24
1963,Belgium,BEL,124,24.4853355894,265600,,3.77,4.97
1964,Belgium,BEL,124,25.5076142132,286500,,4.49,6.41
1965,Belgium,BEL,124,26.5439932318,306400,,4.63,6.44
1966,Belgium,BEL,124,27.6508742245,324200,,5.21,6.62
1967,Belgium,BEL,124,28.4404963339,332600,,5.22,6.7
1968,Belgium,BEL,124,29.2230682459,355300,,4.01,6.54
1969,Belgium,BEL,124,30.3228990412,359800,,6.95,7.2
1970,Belgium,BEL,124,31.5073322053,392200,,7.86,7.81
1971,Belgium,BEL,124,32.875070502,429400,,5.09,7.35
1972,Belgium,BEL,124,34.665820643,489400,,3.86,7.04
1973,Belgium,BEL,124,37.0769881557,529700,,6.16,7.45
1974,Belgium,BEL,124,41.7794698252,574700,,10.21,8.68
1975,Belgium,BEL,124,47.1094190637,657400,,6.99,8.54
1976,Belgium,BEL,124,51.4311900733,713900,,9.77,9.05
1977,Belgium,BEL,124,55.0831923294,774900,,7.08,8.8
1978,Belgium,BEL,124,57.5437112239,787258.75,,7.14,8.93
1979,Belgium,BEL,124,60.1170332769,799617.5,2376020,10.76,9.69
1980,Belgium,BEL,124,64.1144952059,800706.6875,2437619.25,14.08,11.9
1981,Belgium,BEL,124,69.0073322053,827492.375,2583004.25,15.25,13.44
1982,Belgium,BEL,124,75.0282007896,863112.5,2724314.75,14.09,13.43
1983,Belgium,BEL,124,80.7811618725,944599.125,2963086.75,10.54,11.94
1984,Belgium,BEL,124,85.9066553864,924106.4375,3140219.25,11.42,12.24
1985,Belgium,BEL,124,90.0874224478,978484.625,3382097.25,9.58,10.97
1986,Belgium,BEL,124,91.2577552171,1060697.375,3815912.5,8.1,8.33
1987,Belgium,BEL,124,92.6748448957,1099302.625,4212817,7.09,8.27
1988,Belgium,BEL,124,93.7535250987,1172680.875,4535495.5,6.72,8.13
1989,Belgium,BEL,124,96.6652566272,1270989.25,5148097.5,8.68,9.67
1990,Belgium,BEL,124,100,1289384.25,5440884.5,9.67,9.99
1991,Belgium,BEL,124,103.2078398195,1303583.875,5638590,9.64,9.04
1992,Belgium,BEL,124,105.7177100959,1368006.75,6065104,8.38,7.71
1993,Belgium,BEL,124,108.622391427,1483782.25,6898486,6.73,6.42
1994,Belgium,BEL,124,111.2098138748,1490599.625,6528286.5,5.23,8.31
1995,Belgium,BEL,124,112.8454596729,1563292.125,6523002,3.71,6.57
1996,Belgium,BEL,124,115.1720248167,1608109.75,7241012,3.04,5.76
1997,Belgium,BEL,124,116.9030603497,1686086.75,7785600.5,3.6,5.33
1998,Belgium,BEL,124,117.9633711071,1936315.25,8878812,3.08,4.06
1999,Belgium,BEL,124,119.3022553691,2178354.5,9423401,3.2,5.56
2000,Belgium,BEL,124,122.4983627905,2380054,9278177,4.7,5.27
2001,Belgium,BEL,124,125.4811979244,2501073.75,9830834,3.17,5.04
2002,Belgium,BEL,124,127.4236468683,2537379.71,10601325.72,2.73,4.2
2003,Belgium,BEL,124,129.3566635913,2743113.2,11335511.9,2,4.3
2004,Belgium,BEL,124,131.7588168342,3186852.1,12404519.25,2,3.63
2005,Belgium,BEL,124,135.1015380172,3670930.9,13291997.05,2.27,3.29
2006,Belgium,BEL,124,138.2467018223,3751610.7,13953571.41,3.49,3.98
2007,Belgium,BEL,124,140.7572619274,4042057.98,15204108.31,3.79,4.45
2008,Belgium,BEL,124,147.0758554153,4070295.91,15938294.49,1.76,3.74
2009,Belgium,BEL,124,147.067030864,4590680.62,16793500.37,0.33,3.69
2010,Belgium,BEL,124,150.4995753643,4635054.51,16244877.73,0.63,3.92
2011,Belgium,BEL,124,155.5458261263,4497898.85,15546997.46,0.05,3.92
2012,Belgium,BEL,124,159.6304595204,5022317.55,17342123.01,0,2.1
2013,Belgium,BEL,124,161.6226476552,5316798.82,17503482.61,0.04,2.43
1870,Canada,CAN,156,6.196613,,,,5.0251256281
1871,Canada,CAN,156,6.380275,0.0577903333,0.0788398333,,4.7846889952
1872,Canada,CAN,156,6.971189,0.0624489167,0.08442525,,4.8076923077
1873,Canada,CAN,156,6.915292,0.0642826667,0.0899225,,4.6728971963
1874,Canada,CAN,156,6.73163,0.0678243333,0.0977008333,,4.442325
1875,Canada,CAN,156,6.436172,0.0616665,0.091408,,4.396008
1876,Canada,CAN,156,6.436172,0.0623911667,0.0906046667,,4.3284
1877,Canada,CAN,156,6.196613,0.0605619167,0.090842,,4.29865
1878,Canada,CAN,156,6.076833,0.0582569167,0.0880943333,,4.288258
1879,Canada,CAN,156,6.020936,0.0569903333,0.08766175,,4.259742
1880,Canada,CAN,156,6.196613,0.0673061667,0.1056748714,,4.0511917
1881,Canada,CAN,156,6.469993,0.0770726667,0.1212611255,,3.7037333
1882,Canada,CAN,156,6.880063,0.0882765833,0.1320376533,,3.7223583
1883,Canada,CAN,156,6.925626,0.0867895833,0.128493959,,3.6658083
1884,Canada,CAN,156,6.059923,0.0809106667,0.123549279,,3.5528
1885,Canada,CAN,156,6.059923,0.08317375,0.1317364613,,3.6916833
1886,Canada,CAN,156,6.014359,0.08760125,0.1284671391,,3.6164
1887,Canada,CAN,156,6.378866,0.0889105833,0.1393474097,,3.4924667
1888,Canada,CAN,156,6.105486,0.0910304167,0.1542575112,,3.21385
1889,Canada,CAN,156,6.242176,0.0951799167,0.1580236067,,3.38025
1890,Canada,CAN,156,6.105486,0.0939644167,0.1671524211,,3.4583167
1891,Canada,CAN,156,6.105486,0.0978066667,0.185452854,,3.4826
1892,Canada,CAN,156,6.105486,0.1055529167,0.2040865562,,3.4873167
1893,Canada,CAN,156,6.059923,0.1060350833,0.2031767826,,3.4704666
1894,Canada,CAN,156,5.558726,0.1038755833,0.2118501312,,3.4333917
1895,Canada,CAN,156,5.285346,0.1050286667,0.2169697196,,3.241575
1896,Canada,CAN,156,5.558726,0.1038386667,0.2272161345,,3.1
1897,Canada,CAN,156,5.60429,0.1150395,0.2551159971,,2.8
1898,Canada,CAN,156,5.832106,0.1277019167,0.2855007609,,2.9
1899,Canada,CAN,156,5.649853,0.1420771667,0.3153472203,,3
1900,Canada,CAN,156,5.832106,0.1550575,0.3408313515,,3
1901,Canada,CAN,156,5.877669,0.1537825,0.3820184964,,3
1902,Canada,CAN,156,5.968796,0.1674130833,0.4198081439,,2.9
1903,Canada,CAN,156,6.014359,0.1795616667,0.4508867983,,3
1904,Canada,CAN,156,6.105486,0.1875205833,0.5034683816,,3.2
1905,Canada,CAN,156,6.15105,0.20941025,0.564818499,,3.1
1906,Canada,CAN,156,6.287739,0.242422,0.6426705454,,3.1
1907,Canada,CAN,156,6.469993,0.2502805833,0.6160718555,,3.2
1908,Canada,CAN,156,6.606683,0.25084975,0.6755092809,,3.3
1909,Canada,CAN,156,6.743372,0.3112975,0.8097825929,,3.5
1910,Canada,CAN,156,6.925626,0.361795,0.8795385746,,3.5
1911,Canada,CAN,156,7.107879,0.4077941667,0.9834077652,,3.5
1912,Canada,CAN,156,7.426823,0.4667475,1.0619424268,,3.6
1913,Canada,CAN,156,7.654639,0.48009,1.1079068389,,4.1
1914,Canada,CAN,156,7.701031,0.4641508333,1.1212539659,,3.9
1915,Canada,CAN,156,7.840206,0.4743475,1.2648356504,,3.8
1916,Canada,CAN,156,8.489691,0.54913,1.4267427039,,4.3
1917,Canada,CAN,156,10.05155,0.6103483333,1.7162281044,,4.9
1918,Canada,CAN,156,11.36598,0.7550708333,1.828151964,,5.4
1919,Canada,CAN,156,12.49485,0.7977258333,1.9872114423,,5.5
1920,Canada,CAN,156,14.47423,0.8107258333,2.0913378668,,5.77
1921,Canada,CAN,156,12.74227,0.6937433333,1.9258061589,,5.88
1922,Canada,CAN,156,11.65979,0.6248058333,1.8560932694,,5.34
1923,Canada,CAN,156,11.69072,0.648475,1.8738222157,,5.05
1924,Canada,CAN,156,11.48969,0.6384733333,1.9363947619,,4.9
1925,Canada,CAN,156,11.59794,0.6332141667,2.0201891011,,4.81
1926,Canada,CAN,156,11.72165,0.6696841667,2.0978399652,,4.84
1927,Canada,CAN,156,11.52062,0.7015983333,2.2414337488,,4.65
1928,Canada,CAN,156,11.56701,0.7647483333,2.3197856196,,4.48
1929,Canada,CAN,156,11.70619,0.7877841667,2.2711812204,,4.93
1930,Canada,CAN,156,11.62887,0.7220083333,2.1617537556,,4.73
1931,Canada,CAN,156,10.48454,0.6835525,2.0430988261,,4.65
1932,Canada,CAN,156,9.525773,0.6058016667,1.9659787975,,5.14
1933,Canada,CAN,156,9.07732,0.6036483333,1.9908783473,,4.55
1934,Canada,CAN,156,9.201031,0.633315,2.1078075314,2.5,3.91
1935,Canada,CAN,156,9.262887,0.7042391667,2.2744574402,1.5,3.39
1936,Canada,CAN,156,9.448454,0.757335,2.3898926321,0.85,2.97
1937,Canada,CAN,156,9.742268,0.85114,2.4815350068,0.72,3.17
1938,Canada,CAN,156,9.850515,0.8569975,2.598324185,0.59,3.09
1939,Canada,CAN,156,9.773196,0.9295516667,2.895931073,0.71,3.16
1940,Canada,CAN,156,10.15979,1.1467841667,2.99153409,0.7,3.28
1941,Canada,CAN,156,10.76289,1.4536383333,3.3274421865,0.58,3.1
1942,Canada,CAN,156,11.2732,1.8449208333,3.7642107789,0.54,3.06
1943,Canada,CAN,156,11.47423,2.2876741667,4.3618801731,0.48,3.01
1944,Canada,CAN,156,11.53608,2.6616916667,5.1851192541,0.39,2.99
1945,Canada,CAN,156,11.59794,2.8944125,5.8756829167,0.37,2.93
1946,Canada,CAN,156,11.98454,3.0921983333,6.7566815151,0.39,2.61
1947,Canada,CAN,156,13.1134,3.0760425,7.0208429375,0.41,2.56
1948,Canada,CAN,156,15.00386,3.2322233333,7.5483,0.41,2.9266666667
1949,Canada,CAN,156,15.48398,3.86,7.9506,0.485,2.8733333333
1950,Canada,CAN,156,15.9441,4.19,8.3781,0.5483333333,2.8575
1951,Canada,CAN,156,17.60453,4.26,8.5571,0.79,3.2325
1952,Canada,CAN,156,18.04464,4.54,9.1377,1.0666666667,3.5633333333
1953,Canada,CAN,156,17.8846,4.49,9.2503,1.7091666667,3.705
1954,Canada,CAN,156,17.98463,4.82,10.0349,1.4258333333,3.1758333333
1955,Canada,CAN,156,18.02464,5.11,10.737,1.6158333333,3.1366666667
1956,Canada,CAN,156,18.28471,5.07,11.0788,2.925,3.625
1957,Canada,CAN,156,18.86986,5.29,11.3951,3.76,4.1108333333
1958,Canada,CAN,156,19.36332,5.95,12.7869,2.2541666667,4.1491666667
1959,Canada,CAN,156,19.5717,5.75,12.6508,4.81,5.075
1960,Canada,CAN,156,19.82844,5.98,13.1959,3.2016666667,5.185
1961,Canada,CAN,156,20.00015,6.74,14.3582,2.8116666667,5.0458333333
1962,Canada,CAN,156,20.23586,7.03,14.9593,4.0525,5.1133333333
