date,United States,Germany,Canada,France,Italy,Spain,Belgium,Australia,Austria,Denmark,Finland,Iceland,Ireland,Japan,Korea,Netherlands,New Zealand,Norway,Portugal,Sweden,United Kingdom
Monthly,Markit,Bloomberg,Markit,Markit,Markit,Markit,Bloomberg,Markit,Markit,Bloomberg,Markit,Bloomberg,Markit,Bloomberg,Bloomberg,Markit,Markit,Markit,Bloomberg,Bloomberg,Markit
6/30/2011,50.9903136716,41.0472272727,47.7726455223,77.8310298118,172.3248603551,272.4047811616,150.4876818182,52.3575592201,65.195720749,34.9293181818,33.3286571424,262.6011363636,770.653549852,89.4104545455,100.3615909091,33.5742424599,63.4712124349,18.9399604112,754.8211363636,25.2127272727,62.7834734131
7/31/2011,54.789094433,54.4608095238,51.3251985927,102.8856015023,264.9255588419,321.2467714627,179.6193333333,59.0961091176,77.7495826768,58.288952381,43.0324154432,243.125952381,986.2759955293,90.3030952381,103.476952381,47.5697233486,69.7122858443,24.6152780825,987.3674761905,31.9976190476,70.0079667874
8/31/2011,52.2872480017,78.6793478261,54.5686472997,152.049002313,361.0726490929,373.6606505428,240.9065652174,74.4508780575,113.42310916,96.7827391304,64.5930759545,260.3034782609,842.2020816872,102.87,127.6893913043,72.241222542,86.8413390625,41.1902984254,931.087173913,54.5665217391,79.831035237
9/30/2011,52.3835779012,91.5268636364,56.6448741929,179.980384804,466.4275044228,399.2593999884,271.7343636364,83.0446665763,148.7688143008,128.1076818182,77.4228591154,294.3120454545,849.3826470827,124.4490909091,159.7112272727,93.7504588113,92.2717879073,48.4814322054,1098.6285454546,58.7229545455,84.3501232197
10/31/2011,45.808176555,93.1155238095,50.0286582339,178.1068058048,442.6155626788,366.0204885337,289.1442380952,81.6581751445,157.3606994163,120.3254285714,70.469256056,295.17,758.8470605799,121.8880952381,169.1796190476,98.5815094941,98.360835683,44.0341487959,1092.7187619048,55.3645238095,87.4858447267
11/30/2011,50.0559242936,97.3961363636,51.1697571709,210.9575862473,536.1105318044,436.2800452263,329.2760454545,81.8228771397,196.0112712912,114.7376818182,68.564715198,333.5534090909,762.7441498761,118.4913636364,160.369,110.6781482008,93.5239864209,44.524996189,1070.1230454546,63.6981818182,93.1222565509
12/31/2011,52.0811572837,101.6578636364,54.2251080049,211.7595921223,500.1892913979,394.5266490745,312.5135,83.6631344161,187.5611219397,128.765,74.5923062631,319.8609090909,742.0086199352,134.5815909091,154.045,116.6609030453,93.6074416105,43.9071442177,1090.0530454546,76.5034090909,95.9309952946
1/31/2012,48.2357902614,99.2580909091,51.0947343842,199.0140972378,479.3456336234,394.307328816,294.7275,80.3842289291,196.6682806778,132.4441363636,73.4184150995,302.0254545455,690.8630552336,142.1504545455,164.6846363636,114.3159180505,90.000111887,41.5461421553,1217.3533636364,71.9463636364,90.0802463832
2/29/2012,39.5402848628,83.6028571429,44.1308396351,173.9685189536,388.9430305336,364.6019112025,231.1650952381,67.3411688529,165.2287181505,121.620047619,66.153741998,259.3119047619,581.2784185994,125.2635714286,141.897,97.3713469042,77.4523416597,33.4847574297,1175.3677619048,54.0730952381,74.3092017795
3/31/2012,34.649457518,74.0281818182,38.6576111647,169.6712239816,367.5252338496,403.7047628775,227.2130909091,67.4186597798,160.2107621218,113.5408181818,62.3768659388,255,609.5415926572,106.5229545455,123.0847647059,100.2626652691,73.1489071475,27.4068029813,1210.2151818182,47.0725,64.0856862667
4/30/2012,32.2427326872,78.58,33.3093732477,183.8819227567,428.3782871836,471.8225074513,250.4592380952,77.5972914699,164.507217429,118.5446666667,70.430146178,267.405,578.0853880992,98.4111904762,123.4298,115.905660685,81.8627439335,22.8876721999,1067.9689047619,51.075952381,64.8720208929
5/31/2012,43.1436201421,93.9354782609,43.5548397602,203.3271440049,483.6892028905,523.3968690565,262.5765217391,85.1249586129,182.9092658043,129.6327826087,83.6285093481,285.407173913,650.1856572573,102.835,133.8313913043,121.4204883121,95.4279187315,28.1654042688,1120.1214347826,64.6354347826,71.119563953
6/30/2012,48.0614879285,103.5892380952,48.9815747663,199.1533942051,535.1379376252,582.5237086658,264.5028095238,77.7190259968,180.8402950967,126.2791904762,82.7549470955,294.9185714286,663.6652332841,97.04,130.0794761905,118.5515496157,93.9481819051,31.2301855092,985.51455,64.7171428571,73.7083200561
7/31/2012,47.9292888423,84.8244545455,50.1499676129,169.5437021485,500.8113412077,560.7993492265,202.0540909091,71.8963117254,145.8423973233,103.4689545455,63.5559254426,276.9595454545,540.7222939408,94.4786363636,119.6029545455,96.0171291992,86.4260841425,31.6823972742,828.0467727273,53.7497727273,64.8382217897
8/31/2012,42.6064409044,62.8184347826,45.4121387221,138.525923915,441.3490337562,494.5071909786,161.8712608696,64.5999727755,100.6865616416,77.3370434783,47.627708869,262.507826087,453.9182051352,82.7513043478,110.6669565217,76.6893518437,78.7742872163,27.8421831176,739.5899130435,39.9086956522,55.8455062238
9/30/2012,34.0786704333,52.7976,39.9348240177,111.8876111093,339.7150410872,378.1138383274,126.7232,58.4316195102,72.7111271414,59.2263,39.3259574362,216.998,320.9202301332,78.93325,95.7373333333,63.6821288426,72.5590442877,22.9120219156,519.5429,30.3005,48.0136066136
10/31/2012,35.2587245619,40.0278695652,38.9972965285,85.9461240408,284.3405115035,325.0630935596,94.914,54.9208086401,54.7645298057,39.9612608696,33.6787889781,210.4654347826,236.0512378153,80.0006521739,76.923,52.2422003381,62.4959627639,19.9829803107,462.2851304348,24.0145652174,40.6974814528
11/30/2012,35.0892936571,31.4928636364,35.843841804,82.9705847296,278.5930265197,317.5929007836,83.0681818182,42.9049490235,43.236426906,30.6167727273,28.8672343575,187.2013636364,193.3196284538,71.0427272727,#N/A,43.6857776827,48.2845321526,18.3467823138,558.4250909091,20.6463636364,30.4671154266
12/31/2012,36.3075290975,36.333952381,37.2672119623,86.5130094277,265.170545382,287.8250673449,79.6735238095,42.6175474781,42.2614422261,30.6408571429,28.9359029148,179.52,209.8322005502,76.6226190476,63.6132,44.1865875207,46.8817748068,17.9946860131,454.9927894737,18.6354761905,37.2522878271
1/31/2013,40.9526154009,40.6589565217,40.5087782358,85.288124165,237.2059571206,256.4480584849,77.6993913043,46.1851621398,44.0806381377,31.1226521739,29.1054232169,171.2108695652,188.3768898083,78.75,67.2372666667,48.1564097687,48.5429196774,18.2811004947,389.817826087,18.5534782609,45.67462564
2/28/2013,39.090747527,42.03345,41.7621808759,84.2571746676,254.7705525252,268.3850002461,75.70925,44.7814144288,45.7935804622,30.69955,30.0405924868,157.6935,177.0507561364,72.43075,67.8754736842,53.4430661312,46.6176027266,19.050178499,390.33215,20.3195,52.1096957381
3/31/2013,36.920195694,36.3462857143,39.7088426906,74.5683327963,278.4457866744,274.0819403515,71.6004285714,40.1703018187,42.1389809918,31.5673809524,30.5259399143,157.5516666667,172.9310539538,66.4988095238,67.8759,52.387206105,42.044317357,20.132612571,381.6206190476,21.3683333333,45.8632481208
4/30/2013,33.7314845397,34.7130454545,36.8528050093,76.0447519342,267.2260069638,262.0189566879,71.3685,41.0051067551,40.4666734007,33.0497727273,30.8230101832,153.5793181818,172.8299623524,69.9968181818,78.7302222222,57.3207927999,41.9842172285,19.7675986513,398.6602727273,21.9834090909,45.8618287049
5/31/2013,30.6097640195,32.346,32.896222444,68.6772320424,236.0405051116,222.5066121602,63.9975652174,39.9191908256,36.7790080081,31.049826087,27.7474846711,145.7539130435,148.9403243266,65.6382608696,70.069047619,55.0724567393,40.3041548925,18.008715719,324.2942173913,19.96,46.0881050864
6/30/2013,28.0726033505,29.6527,30.5212251405,73.5833310936,265.6538350258,258.2558094042,65.5267,52.057034154,35.4625948006,28.8439,25.5976293407,141.92025,159.5539669341,81.14675,89.4196923077,53.4590897031,51.5813408265,17.1548607493,372.7413,19.41675,48.0490149785
7/31/2013,25.6526435556,30.4313478261,30.2689988834,74.342846689,265.6968595775,266.9147585202,65.9026956522,51.8433931134,35.2161588654,29.3502608696,24.2052175979,150.5134782609,155.9092467741,67.7056521739,91.33,53.1075504132,51.9762120984,17.2265990568,474.1088695652,21.0536956522,43.7975292864
8/31/2013,22.7076335412,27.1521818182,25.371246802,67.6089852217,234.5281483241,226.9376966276,60.3802727273,49.0524150322,29.6686092402,23.7986818182,21.9091328916,151.7843181818,142.2007161957,64.2579545455,82.875,47.718506221,49.6098247728,14.9502429121,453.0916363636,17.6684090909,36.8937510785
9/30/2013,24.8582504665,26.2801428571,25.8755811249,67.226359665,243.1210604229,228.0270934041,60.211,44.4586267155,30.4533949405,24.7438571429,22.2181469577,148.0516666667,142.6948073727,62.1561904762,#N/A,49.3395221649,45.0357469773,15.3161015704,522.1751428571,17.3316666667,34.7589896265
10/31/2013,34.6863932773,23.1756956522,33.2313491073,62.3849801138,215.3086372731,196.7637177451,54.3903913043,40.2028056352,28.5740522396,22.453,20.4129283955,152.5295652174,131.7025749957,57.9517391304,60.4826,44.9133764517,39.9749394035,14.5732648024,402.5850434783,16.0469565217,30.4173924795
11/30/2013,30.1712386984,21.308047619,30.7024802551,50.8773530384,188.6886094198,160.8135607145,46.3837142857,39.9392314908,28.7879939641,19.8864761905,19.4587910328,158.74,124.0356385754,53.0776190476,59.4153333333,36.2551688491,39.5296852763,13.2296040232,351.7081904762,13.9423809524,26.9828211026
12/31/2013,29.5897733865,24.2877,30.0783241886,53.2790204099,172.385479337,154.9414019149,47.67095,38.9653781664,35.9199763169,20.5341578947,20.6564006408,184.6759090909,121.6677203642,44.7406818182,59.8454761905,36.9472474716,38.9543109068,13.3643038122,351.79455,15.1613636364,27.3391113656
1/31/2014,29.3225810375,23.6108181818,30.4236137178,51.9677573671,154.7566898016,130.0701972254,42.8906363636,42.0054825104,36.7644910508,21.5016818182,20.6911010926,188.7652173913,106.9340473635,48.122826087,68.7931304348,35.2145608646,41.530243734,13.6747219289,287.3863181818,16.1017391304,25.7293780552
2/28/2014,29.1578208206,24.7258,30.0148515021,53.9690854243,157.6040302157,131.6002662039,45.41165,45.3842391727,43.9507892341,24.3134,22.4988160545,189.3275,98.986590318,48.70275,68.5071,37.4836076967,44.5773445134,14.6003298024,256.7455,17.841,27.3622781799
3/31/2014,25.0731640988,23.513952381,28.810988352,50.6718889196,139.1444734487,112.0972134374,43.9371904762,46.0729580916,43.7480749731,24.1756666667,22.376981079,192.2166666667,86.2101140758,48.0319047619,61.9686666667,33.885185855,44.992908181,13.8902322045,211.839952381,16.7295238095,24.687776969
4/30/2014,19.7580674435,21.0907272727,23.111362853,47.6004761817,116.6116729998,92.6375308964,40.9430454545,43.6244897528,36.6701133748,23.1454545455,21.8800278317,174.6740909091,71.8367485804,46.9318181818,61.5221363636,30.8195698514,43.1959333038,12.5793678458,172.2233636364,15.2472727273,23.0991854434
5/31/2014,19.6385892355,21.1601818182,22.3136320509,44.1474686089,113.0048739301,86.8304137318,37.3639090909,40.3066396759,31.0782856769,23.7223636364,23.0636944891,170.5122727273,63.9366289676,42.2259090909,57.3406363636,30.0335944193,40.2778319828,13.0762316028,175.6504090909,15.2075,22.8931663844
6/30/2014,18.006069639,20.2487619048,20.8195333881,38.9805336717,92.0343429925,67.4350002744,38.2474761905,34.2344092778,29.778428852,23.3337142857,23.3956726471,163.4888095238,47.8152534404,37.3876190476,52.1373809524,29.0804332426,34.7656814462,12.6815604017,150.8447142857,14.3392857143,20.6701839653
7/31/2014,16.5140815177,21.5964782609,22.7814587755,41.8929705939,97.7973385087,70.5178155569,42.2028695652,29.4631144626,32.3419835363,24.6099130435,24.877685574,157.2673913043,51.3223648158,35.6484782609,51.5059565217,31.0952905913,29.6088646992,12.7161724448,182.701173913,14.9280434783,19.9674650038
8/31/2014,16.528139626,22.2172857143,20.7033474009,43.7554735074,102.8612868573,70.2644071662,45.259952381,29.1194732131,33.8128668027,25.4255238095,25.8408799332,143.8585714286,55.1690276792,38.2466666667,53.800952381,31.6403662741,29.5053708027,12.9984666785,185.8718095238,14.7088095238,20.6891037869
9/30/2014,17.4806954732,18.4765,20.4807448896,39.9501536458,91.574798613,64.7816059954,42.8887727273,29.4495157937,25.9241021679,23.4736818182,25.9233900527,135.0731818182,51.5278437427,35.3854545455,52.4695454545,23.6343468025,28.0615500597,11.9562315274,153.8680454545,13.7302272727,21.109115662
10/31/2014,17.860342313,19.1983043478,20.2815830611,47.2981036428,108.2881734644,83.2224287057,49.0725652174,34.193439723,25.345771247,24.0595652174,27.1964503782,131.0356521739,55.7231105308,46.6313043478,56.1529473684,23.1200953324,32.0627601935,12.5763371502,180.7421304348,14.3804347826,18.9456999776
11/30/2014,17.4954729449,19.1704,20.2166315156,47.8284824,114.8378587478,89.9721067518,52.1845,31.3794895509,24.4967100754,23.35215,26.2116068835,143.66625,53.5311325779,53.187,51.0446842105,22.6231883087,30.806070348,13.2904947631,200.2604,14.52675,19.0386820884
12/31/2014,17.0174577946,17.6078695652,19.6916122624,43.2522184812,123.2176019798,86.7114420013,47.7238333333,31.9405823065,21.3158651141,21.9507058824,22.5918598467,153.2808695652,46.9612493452,65.2265217391,51.0096153846,19.9013444159,30.7318828942,12.1473708297,196.0098571429,14.195,18.8445928768
1/31/2015,16.8845440278,17.8118181818,18.4985017579,43.8716733838,111.0694441879,79.8401360215,47.3596666667,34.3514938874,21.6612163444,20.8031428571,23.0951891748,161.1629545455,45.4301577659,63.8393181818,62.07795,19.2447362481,33.5962429979,13.26017892,188.7758636364,14.7565909091,19.4660275836
2/28/2015,16.4474327783,17.8584,18.5916390696,40.3879495749,105.553147531,89.7371473598,47.2275,31.3858206328,21.6244993552,20.35225,22.7496629306,165.3875,45.9607257688,48.9955,60.668,18.7703306757,31.3273759095,13.4804516437,172.2028,15.005,19.4074745577
3/31/2015,16.5545913895,16.6335454545,19.1353168305,35.9594056093,97.2289204943,78.8861284335,42.7814090909,29.2104110028,24.3351251221,20.1205,22.259903539,167.6731818182,45.0227140159,39.4536363636,53.5677368421,17.9906656752,30.4402976235,13.1365783454,127.4972272727,14.9315909091,18.8597441507
4/30/2015,16.2981001958,16.9462727273,19.5633746867,34.2715988795,107.7693860528,83.0833308044,44.5164705882,29.8032540244,25.3399690499,19.9951764706,21.7879051418,158.2872727273,46.2061632556,35.3870454545,49.64775,17.1119532582,29.7517914119,13.2847216741,144.5153181818,14.3984090909,20.2658360181
5/31/2015,16.0382739516,17.2426190476,19.1987564719,29.9083023865,103.6577726479,75.7131722827,41.4600833333,29.9079470846,24.854507845,19.58975,21.0341847718,157.5202380952,48.4271085763,37.9964285714,46.7405625,16.7004528108,28.7875176118,13.1029573816,148.158952381,14.6019047619,18.5654591362
6/30/2015,16.0122800745,15.0716363636,20.0176665699,29.9235036682,108.0418975076,84.6454691896,40.3392272727,30.4823196509,25.5121311968,19.8182727273,20.4951929625,164.5184090909,49.8110742809,42.0520454545,49.0505294118,17.0101695191,29.7060396775,13.4441538083,176.0514090909,14.9997727273,17.7972742122
7/31/2015,15.5209526104,14.6490434783,21.0529396382,31.9324432226,110.7629591622,90.7906425515,40.7265,30.5607517468,27.4671577587,21.4013181818,20.0327326175,142.3763043478,49.9996132305,41.6026086957,52.3630909091,17.4495118714,29.5879650277,14.2429553586,183.8459565217,16.6445652174,18.2864837397
8/31/2015,15.4978451278,13.6297619048,21.1443994436,30.7638682622,104.483363161,89.2391585538,38.98,37.7390950009,26.0669945297,19.6863846154,19.9355459701,134.8404761905,47.7764535828,38.2669047619,63.08255,16.5032204244,36.3575141163,14.1315357214,169.8560952381,16.4402380952,17.8898328498
9/30/2015,14.7498619006,13.8168181818,23.2347777769,29.3166188077,104.6680459511,92.4882705325,38.5375909091,43.1872713742,26.2007027853,17.8583181818,19.15594887,137.1422727273,46.6463316555,38.8538636364,69.8547619048,15.5613581602,41.5945751858,13.160267293,172.0989090909,16.13,16.0187384858
10/31/2015,15.0496857409,13.7801363636,25.1137956576,28.7875541205,101.5626964438,88.6809564386,38.0399090909,46.546459232,25.9694862805,16.9592272727,18.7999607631,132.0902272727,45.5502939246,42.7990909091,66.6361363636,15.4119266564,44.1386115154,13.0679199447,167.0732272727,15.2179545455,16.041527277
11/30/2015,19.3612933357,13.0283809524,25.4337725382,26.0869668358,87.4415118365,78.4315623583,34.2199047619,38.9025065457,23.5009128199,16.3940952381,17.9779310304,136.6764285714,40.6230068,48.064047619,57.3271875,15.4420686139,38.2541756112,13.0190243722,190.4364761905,13.7804761905,15.8415660072
12/31/2015,18.6858979622,12.7151304348,26.2353236792,23.8728385728,86.2598185843,77.3980746041,32.8656818182,37.3814732587,22.3906293914,15.6951,17.5260170375,141.0356521739,37.0115632439,50.3473913043,55.5918823529,14.6474139375,36.7303723987,13.1411770704,173.5713478261,14.2582608696,17.8919586034
1/31/2016,19.0678594822,13.0019047619,25.4663679327,24.6831721995,95.8732395036,86.5827327945,34.40685,42.7793316036,23.3282063452,15.41725,18.1705847107,150.9795238095,38.6672913085,50.3085714286,65.6956,14.8429887273,40.1016435397,14.5975144795,194.8011904762,14.2352380952,22.9755634737
2/29/2016,18.8834097466,19.479,26.3226646933,32.5991757212,128.8738710575,100.8980367127,42.9422380952,48.0802004484,27.646148207,18.1917142857,22.8461304672,120.6304761905,54.4196353902,50.7011904762,70.7544117647,19.9903758674,46.0675918928,19.9721329996,306.1882380952,18.9573809524,33.6551308301
3/31/2016,19.2546488047,19.386,26.7208581211,30.423108573,114.3543511783,87.6570739831,47.1837368421,38.0348286058,28.3163872856,21.7948947368,24.1376357207,102.6847826087,59.6208583985,45.8684782609,62.9417272727,23.1043219055,38.8865403998,20.3204899739,262.505173913,21.8795652174,35.6830166627
4/30/2016,18.5976154053,18.3454285714,26.229239546,32.0317277433,118.9228625155,85.8772423545,48.51175,32.6383832538,27.9679785108,22.08825,24.270027784,103.1938095238,59.0719470779,41.6054761905,64.9068333333,23.1531311401,32.2117306032,20.7287195516,264.6498421053,22.9411904762,38.2531499802
5/31/2016,18.943804945,18.7419545455,26.1235681658,35.2240930963,115.9974246236,84.6900618973,49.215,35.3007616711,28.6172740183,22.1774705882,24.2410652233,104.8413636364,59.7455279291,36.4488636364,62.3593333333,23.539164765,32.5927932465,20.9809140598,263.2251176471,24.7163636364,33.2292345086
6/30/2016,19.4438087294,19.5171363636,25.6199126002,37.018474527,132.5197327659,96.7130314516,41.893,32.8522939331,29.2879113247,22.208,26.0278432949,103.9411363636,67.0102373022,39.9915909091,59.4799090909,26.1022073347,30.2051426612,21.1766432149,296.9329545455,25.2472727273,36.0148283972
7/31/2016,22.6769412691,17.7699047619,25.7096491667,34.2426347719,125.3404371984,85.4580213078,#N/A,29.4241525887,27.8780541471,24.8715,27.1266669323,94.1973809524,67.7996227458,36.1078571429,50.6272857143,27.1161242684,30.0203486875,20.1554917153,289.475047619,26.3704761905,36.5539468616
8/31/2016,23.9243173913,16.7242173913,25.7335173913,27.316373913,120.1060782609,73.1614521739,#N/A,21.6955521739,25.7655130435,23.8238666667,25.7236826087,89.8417391304,57.5890217391,33.765,45.2492173913,24.8219478261,21.1961304348,18.2476782609,276.8827826087,25.6545652174,32.2505826087
9/30/2016,25.1007772727,16.9845,30.6550909091,25.8147772727,124.5298227273,71.3314818182,#N/A,20.4840181818,24.3491681818,24.1138333333,25.5603409091,90.1427272727,53.8136636364,32.9893181818,41.3375909091,24.32985,19.0322409091,18.3087181818,292.6341818182,24.2727272727,30.9876772727
10/31/2016,20.8471571429,19.13015,31.6085190476,27.5150666667,131.521547619,67.2192571429,#N/A,22.676147619,24.6794809524,23.5931428571,23.4843047619,91.3688095238,55.8807285714,33.7161904762,40.9736,24.6675714286,19.7765619048,19.0937714286,286.7084,24.0419047619,35.293195
11/30/2016,24.1372318182,21.8296363636,32.6806681818,33.5256590909,147.3093181818,72.9807136364,30.7553333333,23.6021863636,27.9314454545,23.7956875,23.6817363636,93.1290909091,61.5294272727,33.07,48.8842272727,25.4076954545,21.6068045455,18.6654545455,277.0777692308,25.2077272727,35.3592954545
12/31/2016,23.9216772727,22.7767727273,33.2737818182,35.0557181818,143.0857227273,72.5928318182,33.6425,22.4844590909,27.99995,23.145,22.7516590909,93.1115909091,60.7911045455,30.8147727273,43.9383529412,27.4333454545,21.5257818182,18.0355454545,274.2132777778,24.045,31.8237818182
1/31/2017,22.0033363636,20.807,32.7638909091,35.9241590909,141.5787181818,70.1323272727,32.2321578947,21.2798590909,26.8980545455,21.561875,22.5174181818,86.5111363636,59.6316272727,29.6245454545,46.69985,26.5869954545,20.2210545455,18.6292454545,274.2064285714,23.2756818182,26.5869227273
2/28/2017,21.615325,22.69655,31.231375,42.72402,155.872655,70.96565,32.6664666667,22.566015,25.91191,18.8484,21.85108,87.542,63.683555,25.3905,45.57895,25.664925,20.75412,18.08754,285.0574736842,22.0175,27.21083
3/31/2017,21.3282333333,21.124,31.1947333333,33.9112666667,139.6429333333,64.824,32.5875,22.1642,23.1846666667,20.1866666667,21.361,87.7916666667,60.7443666667,23.9466666667,44.737,26.0156,21.3629,17.3298666667,277.875,21.8516666667,27.1216
4/30/2017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
