year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy
1885,Canada,CAN,156,4666,2072.8101157308,8.5806804448,9.67917,0.554529,0.151793
1886,Canada,CAN,156,4711,2075.2451708767,8.5907535768,9.84965,0.560733,0.1466723
1887,Canada,CAN,156,4760,2119.9,8.7756311602,9.8507,0.611076,0.1563156
1888,Canada,CAN,156,4813,2248.9008934137,9.3096089026,10.4021,0.630304,0.1616816
1889,Canada,CAN,156,4865,2239.2172661871,9.2695198724,10.6299,0.65576,0.1637663
1890,Canada,CAN,156,4918,2378.3773891826,9.8456216212,11.5584,0.685419,0.1378398
1891,Canada,CAN,156,4972,2408.7264682221,9.9711796498,11.3423,0.703505,0.1434961
1892,Canada,CAN,156,5022,2370.8395061728,9.8143847373,11.4277,0.700285,0.1331618
1893,Canada,CAN,156,5072,2333.6995268139,9.660642289,11.1319,0.682408,0.1293467
1894,Canada,CAN,156,5121,2420.4608474907,10.0198155799,11.4902,0.651411,0.1096968
1895,Canada,CAN,156,5169,2370.9645966338,9.8148934813,11.1365,0.633418,0.1175733
1896,Canada,CAN,156,5218,2288.4768110387,9.4734244829,10.7624,0.640817,0.1099333
1897,Canada,CAN,156,5269,2511.513380148,10.3966931633,11.2109,0.717022,0.1204196
1898,Canada,CAN,156,5325,2583.4561502348,10.6945119233,11.409,0.769372,0.1474207
1899,Canada,CAN,156,5383,2795.6150845254,11.5728076307,12.9311,0.825982,0.1466944
1900,Canada,CAN,156,5457,2911.2662635148,12.0515357706,13.4979,0.907357,0.1484419
1901,Canada,CAN,156,5536,3096.7767341041,12.8195357706,13.6269,0.990663,0.174917
1902,Canada,CAN,156,5650,3330.9246017699,13.788794912,14.8051,1.119599,0.1796585
1903,Canada,CAN,156,5813,3333.6280750043,13.7999872808,14.361,1.17815,0.2090715
1904,Canada,CAN,156,5994,3279.5642308976,13.5761399041,14.4237,1.205816,0.2214
1905,Canada,CAN,156,6166,3561.8170613039,14.7446232109,15.3316,1.361543,0.2210913
1906,Canada,CAN,156,6282,3846.2069404648,15.9218569151,16.5549,1.525885,0.2273826
1907,Canada,CAN,156,6596,3874.8502122499,16.040394276,16.4009,1.728406,0.2502527
1908,Canada,CAN,156,6813,3572.0610597387,14.7869507148,14.5554,1.653793,0.2542932
1909,Canada,CAN,156,6993,3849.5975975976,15.9358982506,15.785,1.838343,0.2489845
1910,Canada,CAN,156,7188,4065.7612687813,16.8306772648,16.3629,2.02281,0.2830184
1911,Canada,CAN,156,7410,4212.5376518219,17.438321144,17.0665,2.233165,0.296861
1912,Canada,CAN,156,7602,4377.1307550645,18.1196311598,17.3243,2.493876,0.3253803
1913,Canada,CAN,156,7852,4446.7651553744,18.4078855319,16.9277,2.651472,0.3117122
1914,Canada,CAN,156,8093,4025.2845669097,16.6631987275,15.1013,2.448579,0.253781
1915,Canada,CAN,156,8191,4232.8882920278,17.5225691567,15.0672,2.688579,0.1644752
1916,Canada,CAN,156,8214,4646.1149257366,19.2331701105,16.0932,3.242722,0.1466757
1917,Canada,CAN,156,8277,4800.5808867947,19.8725596176,16.3199,3.991872,0.142076
1918,Canada,CAN,156,8374,4440.5946978744,18.3823465811,16.6013,4.261482,0.1238073
1919,Canada,CAN,156,8548,4019.3430042115,16.638575516,14.5552,4.367381,0.1452974
1920,Canada,CAN,156,8798,3861.4762446011,15.9850429246,16.0476,5.060886,0.1599416
1921,Canada,CAN,156,9028,3357.0101905184,13.8967503969,13.3468,4.073825,0.1701382
1922,Canada,CAN,156,9159,3793.1455399061,15.7021812394,14.6734,4.233945,0.1501363
1923,Canada,CAN,156,9256,3975.9576490925,16.4589888706,14.7445,4.555266,0.1799837
1924,Canada,CAN,156,9394,3977.0193740686,16.4633640693,15.3639,4.501525,0.1605406
1925,Canada,CAN,156,9549,4340.2756309561,17.9671096972,16.6805,4.995748,0.1464171
1926,Canada,CAN,156,9713,4497.0571399156,18.6161653411,18.028,5.345315,0.1452106
1927,Canada,CAN,156,9905,4846.9964664311,20.0647631153,19.7798,5.561,0.1878578
1928,Canada,CAN,156,10107,5171.589195607,21.4084578688,21.2615,6.05,0.1858167
1929,Canada,CAN,156,10305,5065.4459000485,20.9690047686,22.165,6.139,0.1896794
1930,Canada,CAN,156,10488,4810.6045003814,19.9140731312,20.8418,5.72,0.1666944
1931,Canada,CAN,156,10657,4003.6925964155,16.5737615256,19.4887,4.693,0.1058021
1932,Canada,CAN,156,10794,3671.4526588846,15.1984228929,17.7143,3.814,0.0535191
1933,Canada,CAN,156,10919,3370.406081143,13.9522034971,17.065,3.492,0.0382762
1934,Canada,CAN,156,11030,3691.029555757,15.2795166926,17.7751,3.969,0.0786651
1935,Canada,CAN,156,11136,3950.625,16.3540858499,18.3873,4.301,0.0902455
1936,Canada,CAN,156,11243,4124.2059948412,17.0726359294,19.0453,4.634,0.0789528
1937,Canada,CAN,156,11341,4473.4104576316,18.5182829881,20.069,5.241,0.1170892
1938,Canada,CAN,156,11452,4545.9095354523,18.8183402218,19.5874,5.272,0.1175938
1939,Canada,CAN,156,11570,4768.1313742437,19.7382511916,19.943,5.621,0.1485132
1940,Canada,CAN,156,11688,5368.2453798768,22.2225500786,21.2049,6.713,0.1510565
1941,Canada,CAN,156,11818,6050.7673041124,25.0479109688,22.4078,8.282,0.1371288
1942,Canada,CAN,156,11969,7033.3758877099,29.1155230513,22.6928,10.265,0.1138651
1943,Canada,CAN,156,12115,7262.7585637639,30.0650429241,23.0863,11.053,0.0626218
1944,Canada,CAN,156,12268,7442.5611346593,30.8094372007,24.455,11.848,0.062692
1945,Canada,CAN,156,12404,7132.9525959368,29.527707471,26.657,11.863,0.05997
1946,Canada,CAN,156,12634,6931.2433116986,28.6927567556,29.1239,11.885,0.136
1947,Canada,CAN,156,12901,7088.2105263158,29.3425246411,30.5627,13.473,0.168
1948,Canada,CAN,156,13180,7065.3241274659,29.2477965012,29.1651,15.896,0.2006165073
1949,Canada,CAN,156,13469,7064.0804811048,29.242607312,30.1999,17.347,0.2074133856
1950,Canada,CAN,156,14011.42,7291.4797655798,30.1839872802,30.9657,19.125,0.2116078431
1951,Canada,CAN,156,14330.67,7533.490222896,31.1858060401,30.4909,22.28,0.208438061
1952,Canada,CAN,156,14785.58,7833.0352051025,32.4258187586,31.657,25.17,0.2115216528
1953,Canada,CAN,156,15183.38,7984.2590991792,33.0517774232,33.0057,26.395,0.2266717181
1954,Canada,CAN,156,15636.25,7699.4188822189,31.8727122404,33.2327,26.531,0.225208247
1955,Canada,CAN,156,16050.36,8201.2511124364,33.9501176457,35.1898,29.25,0.2397264957
1956,Canada,CAN,156,16445.09,8651.9457148509,35.8157837824,36.9633,32.902,0.2551212692
1957,Canada,CAN,156,17010.15,8606.7415968133,35.6286677251,37.0761,34.467,0.2628021006
1958,Canada,CAN,156,17462,8534.0147671482,35.3275930034,37.4207,35.689,0.2488161618
1959,Canada,CAN,156,17872.03,8676.2368513847,35.9163116043,38.626,37.877,0.237796024
1960,Canada,CAN,156,18266.77,8752.5076279243,36.2320381544,39.1233,39.448,0.2241938755
1961,Canada,CAN,156,18634.98,8832.7450041929,36.5642480113,38.767,41.173,0.2127365021
1962,Canada,CAN,156,18985.85,9276.9093444281,38.4029507139,40.0034,44.665,0.207254002
1963,Canada,CAN,156,19342.84,9566.3816912934,39.6012464213,40.8882,47.961,0.2074602281
1964,Canada,CAN,156,19711.05,9999.3643160515,41.3935516677,42.2543,52.549,0.2220403814
1965,Canada,CAN,156,20071.1,10472.9166865958,43.3539459442,43.899,57.93,0.2358881409
1966,Canada,CAN,156,20448.5,10946.1351093988,45.3129157375,45.2298,64.818,0.2456416428
1967,Canada,CAN,156,20819.77,11078.2699921666,45.8598155785,46.0526,69.698,0.2331200321
1968,Canada,CAN,156,21143.1,11479.0640918314,47.5190333844,47.3212,76.131,0.2166266041
1969,Canada,CAN,156,21448.07,11912.3522192413,49.3126613653,48.8456,83.825,0.2164509395
1970,Canada,CAN,156,21749.99,12050.4905152583,49.8844896641,49.0639,90.179,0.2148948203
1971,Canada,CAN,156,22026.4,12561.925689173,52.0016788532,51.082,98.429,0.2238161517
1972,Canada,CAN,156,22284.5,13072.4943346272,54.1152050853,53.9867,109.913,0.2209929672
1973,Canada,CAN,156,22559.5,13837.8953434252,57.2836629548,56.9551,128.956,0.2262166941
1974,Canada,CAN,156,22874.7,14204.689023244,58.802060411,59.0051,154.038,0.2342928368
1975,Canada,CAN,156,23209.2,14316.2625165883,59.2638982488,60.3957,173.621,0.2431733488
1976,Canada,CAN,156,23517.5,14902.3918358669,61.6903020643,62.6905,199.994,0.2357970739
1977,Canada,CAN,156,23796.4,15222.6807416248,63.0161907765,63.6892,220.973,0.229647966
1978,Canada,CAN,156,24036.3,15680.2003636167,64.9101430817,64.9473,244.877,0.225215108
1979,Canada,CAN,156,24276.9,16170.1452821406,66.9383020641,65.7834,279.577,0.2295718174
1980,Canada,CAN,156,24593.3,16175.7063915782,66.9612972946,66.0493,314.39,0.2329654251
1981,Canada,CAN,156,24900,16472.4497991968,68.1897106491,66.0176,360.471,0.2556766009
1982,Canada,CAN,156,25201.9,15779.4055210123,65.3208012692,63.5515,379.859,0.2306355779
1983,Canada,CAN,156,25456.3,16076.4133043687,66.5503338606,64.5772,411.386,0.2153135984
1984,Canada,CAN,156,25701.8,16835.8247282292,69.6939650211,66.689,449.582,0.2071657673
1985,Canada,CAN,156,25941.6,17582.0689548833,72.7831605694,69.3738,485.714,0.2131748313
1986,Canada,CAN,156,26203.8,17862.1039696533,73.9423847347,71.2595,512.541,0.2161524639
1987,Canada,CAN,156,26549.7,18348.1545930839,75.9544674055,73.287,558.949,0.2246161993
1988,Canada,CAN,156,26894.8,18993.0767285869,78.6241526201,75.4914,613.094,0.2313772439
1989,Canada,CAN,156,27379.3,19108.4870686979,79.1019650207,76.7215,657.728,0.2344479785
1990,Canada,CAN,156,27790.6,18872.3885054659,78.1245659746,76.4524,679.921,0.2220199111
1991,Canada,CAN,156,28117.6,18262.4637686314,75.5695516663,74.3493,685.367,0.2074873754
1992,Canada,CAN,156,28545,18146.7246852239,75.1453608873,74.4181,700.48,0.1988236638
1993,Canada,CAN,156,28953,18309.1076884394,75.8513958634,74.7085,727.184,0.1916612577
1994,Canada,CAN,156,29331,18941.7683998499,78.5713449889,76.0915,770.873,0.1992494224
1995,Canada,CAN,156,29691,19237.7977085623,79.7859205056,76.7283,810.426,0.1882713536
1996,Canada,CAN,156,30026,19330.5966232292,80.0858759904,77.7641,836.864,0.1932321142
1997,Canada,CAN,156,30305.84,19961.8228974183,82.5964260698,80.5179,882.733,0.2085591
1998,Canada,CAN,156,30552,20612.3873465468,85.0603751953,81.8845,914.973,0.2112936666
1999,Canada,CAN,156,30821,21563.0406751922,88.8802289313,84.1194,982.441,0.2071411922
2000,Canada,CAN,156,31100,22487.7081862251,92.587548486,86.6304,1075.566,0.2015496957
2001,Canada,CAN,156,31377,22686.6455852329,93.2840190742,87.7231,1107.459,0.2082596286
2002,Canada,CAN,156,31641,23155.1365698133,95.2140922061,90.0439,1154.949,0.2064446136
2003,Canada,CAN,156,31889,23406.9802701909,96.1881335415,91.8679,1214.601,0.2067345573
2004,Canada,CAN,156,32135,23952.9086260486,97.8942575478,94.0405,1290.185,0.2161108678
2005,Canada,CAN,156,32386,24484.3446535241,100,96.8255,1368.726,0.226923431
2006,Canada,CAN,156,32657,24967.1672074442,101.8072949678,100,1439.291,0.238109597
2007,Canada,CAN,156,32386,25300.0838597084,102.8495591549,102.452,1531.427,0.239065264
2008,Canada,CAN,156,33213,25262.0711354392,102.938433543,104.445,1602.474,0.2412057856
2009,Canada,CAN,156,33590.8138232929,24361.0214168335,99.0072992063,103.609,1527.67,0.2279968841
2010,Canada,CAN,156,33964.7155172534,24941.2356256298,101.2142677501,106.1202872428,1621.529,0.2392655327
2011,Canada,CAN,156,34305.3231066169,25992.1830347902,102.7533132011,107.4850637391,1718.685,0.2397396847
2012,Canada,CAN,156,34696.8302955912,26625.6967718511,103.2783491568,108.2548931551,1817.604,0.2416747542
2013,Canada,CAN,156,35093.2242827289,27341.9900278236,104.1613018869,109.5765479481,1879.478,0.2373999589
1870,Switzerland,CHE,146,2655,2875.6499241939,13.9810014161,18.18,1411.7872062092,0.0810320419
1871,Switzerland,CHE,146,2680,2930.0914038263,15.2256826063,16.72,1593.8727640037,0.0689515515
1872,Switzerland,CHE,146,2697,2594.5943966693,15.093204416,14.71,1712.6430641981,0.1104725228
1873,Switzerland,CHE,146,2715,2619.4136315071,15.5276715003,18.38,1850.1624850897,0.1436630578
1874,Switzerland,CHE,146,2733,3174.4602778057,16.337578707,19.13,1886.0743091169,0.190501508
1875,Switzerland,CHE,146,2750,3590.1058867182,17.7244565648,20.11,2021.1931084633,0.1910752606
1876,Switzerland,CHE,146,2768,3404.6001851404,17.5032844819,21.22,2089.9895935115,0.1674171015
1877,Switzerland,CHE,146,2786,3078.5807687528,15.5887444576,18,1918.3605094036,0.1438728532
1878,Switzerland,CHE,146,2803,3243.594297168,15.312228204,16.45,1818.1478938905,0.1274373778
1879,Switzerland,CHE,146,2821,3297.9168168221,14.8620069565,17.92,1765.9815840009,0.1063997505
1880,Switzerland,CHE,146,2839,3427.3785361645,16.0205517481,18.74,1848.1950366099,0.1081054737
1881,Switzerland,CHE,146,2853,3576.6859608289,15.8398903705,20.41,1837.8828772797,0.1034342299
1882,Switzerland,CHE,146,2863,3429.9840735599,15.4300775285,17.56,1773.8107947837,0.0920053032
1883,Switzerland,CHE,146,2874,3539.1946382516,14.9842551707,17.51,1756.5503385685,0.09251087
1884,Switzerland,CHE,146,2885,4017.902606379,16.2745620543,19.52,1799.0806050464,0.0803188026
1885,Switzerland,CHE,146,2896,4455.4219094225,16.9800212051,21.44,1794.936367985,0.0785543168
1886,Switzerland,CHE,146,2907,4623.4965590564,17.5387824989,18.42,1792.508958952,0.0937791687
1887,Switzerland,CHE,146,2918,4560.8790957839,17.4807785345,21.63,1812.9677716501,0.0885840347
1888,Switzerland,CHE,146,2929,4708.0340483527,17.6293177872,18.23,1847.8818103597,0.1075285221
1889,Switzerland,CHE,146,2940,4557.5059422534,18.0808689316,18.53,1934.9123622509,0.1116846449
1890,Switzerland,CHE,146,2951,4830.0357673295,19.4217118971,18.66,2148.5452870743,0.1288313547
1891,Switzerland,CHE,146,2965,4558.0581455195,18.1137071549,19.79,2136.3440628214,0.1430013102
1892,Switzerland,CHE,146,3002,4816.413208324,19.4383867581,24.81,2253.1637755151,0.1290629661
1893,Switzerland,CHE,146,3040,4863.6184191784,20.0591417069,23.59,2289.4331331926,0.1371518545
1894,Switzerland,CHE,146,3077,4750.6673577162,19.2838118195,22.91,2286.0639286627,0.1405472507
1895,Switzerland,CHE,146,3114,4944.2434679266,21.1501686564,22.96,2481.2595950991,0.1494805303
1896,Switzerland,CHE,146,3151,5203.8466632827,21.3015723025,24.26,2644.6084100743,0.1712540875
1897,Switzerland,CHE,146,3188,5335.546837455,22.054191643,25.33,2828.7087571395,0.1797286478
1898,Switzerland,CHE,146,3226,5501.3525531415,22.0788458854,26.13,2919.1501331054,0.1884110015
1899,Switzerland,CHE,146,3263,5608.2567152641,22.9849148672,25.19,2978.5155740016,0.1963394132
1900,Switzerland,CHE,146,3300,5898.9593605607,22.9018474614,27.8,3072.6818189285,0.1843015429
1901,Switzerland,CHE,146,3341,5635.6676026584,22.3247745105,25.78,3074.4998417494,0.1759635804
1902,Switzerland,CHE,146,3384,5791.7025194038,22.5574041666,25.8,3209.3816702252,0.1544845864
1903,Switzerland,CHE,146,3428,5678.9970539994,21.8575715027,25.34,3245.1477088833,0.1409797153
1904,Switzerland,CHE,146,3472,6067.4782566759,22.5763296224,26.26,3445.1338613177,0.1452483474
1905,Switzerland,CHE,146,3461,6301.7922677152,23.1622003528,25.96,3661.2391928606,0.1572691566
1906,Switzerland,CHE,146,3560,6591.6712648396,24.9051836782,27.78,4040.6232610766,0.1768291558
1907,Switzerland,CHE,146,3604,6557.2877187028,24.7263636962,26.69,4265.0647334189,0.1950029019
1908,Switzerland,CHE,146,3647,6572.7557662403,24.0221321425,25.95,4289.5408343624,0.2011404095
1909,Switzerland,CHE,146,3691,6664.7353435133,24.958277254,27.07,4586.8096239744,0.1690717653
1910,Switzerland,CHE,146,3735,6884.95225834,25.5517181667,27.45,4817.1948863137,0.1784025808
1911,Switzerland,CHE,146,3776,6926.6880708592,25.8281321205,27.49,4988.9990976937,0.1807576996
1912,Switzerland,CHE,146,3819,7211.931969254,25.8414310894,28.02,5184.0990224862,0.1810343506
1913,Switzerland,CHE,146,3864,7092.6120023354,25.0872772525,27.78,5192.4022762487,0.1933401818
1914,Switzerland,CHE,146,3897,6638.7092492839,24.312356564,25.67,4858.7087189002,
1915,Switzerland,CHE,146,3883,6623.3334706748,25.1595008836,26.92,5222.7113076605,
1916,Switzerland,CHE,146,3883,7058.3695563555,25.2946388677,26.03,6537.627557663,
1917,Switzerland,CHE,146,3888,6820.6613912535,23.3734493589,26.09,7915.5696052493,
1918,Switzerland,CHE,146,3880,6217.1802409831,20.8952376524,24.99,9568.9957582138,
1919,Switzerland,CHE,146,3869,6175.7579360198,22.2104033778,26.46,9758.2660051866,
1920,Switzerland,CHE,146,3877,6567.9656154289,24.1140996275,27.98,11072.6969104021,
1921,Switzerland,CHE,146,3876,5543.0139258048,22.5721353322,26.26,8244.74443958,
1922,Switzerland,CHE,146,3874,6486.7192990616,24.7589973199,29.06,7699.9310769024,
1923,Switzerland,CHE,146,3883,6711.0948564028,26.6545095887,31.06,8357.0407589454,
1924,Switzerland,CHE,146,3896,7226.3940594935,27.5612946689,29.88,9069.0190169111,
1925,Switzerland,CHE,146,3910,7361.0676335885,28.1732518383,31.28,9285.1000161209,
1926,Switzerland,CHE,146,3932,7497.2436100568,28.8450543678,31.31,9195.8523152953,
1927,Switzerland,CHE,146,3956,7962.0138537146,30.4533089081,32.9,9590.0557717626,
1928,Switzerland,CHE,146,3988,8353.4622308968,32.1195674128,33.98,10291.7804071838,
1929,Switzerland,CHE,146,4022,8635.8022616778,33.4719702512,35.01,10475.3297769383,
1930,Switzerland,CHE,146,4051,8491.6692543481,33.4067030038,32.79,10305.281768776,
1931,Switzerland,CHE,146,4080,8437.1908611322,32.3253945316,35.64,9914.7436910487,
1932,Switzerland,CHE,146,4102,7862.1599219238,31.2680242035,35.24,8938.4102620771,
1933,Switzerland,CHE,146,4122,8057.2930311976,32.8834397271,36.82,8817.4576164292,
1934,Switzerland,CHE,146,4140,8086.2535716256,32.8347450409,37.4,8629.7559499308,
1935,Switzerland,CHE,146,4155,7697.7968484307,32.3613017477,37.43,8181.7417714645,
1936,Switzerland,CHE,146,4168,7574.2329399664,31.8536903343,35,8169.2724374887,
1937,Switzerland,CHE,146,4180,8360.3821787467,33.0619528097,37.36,9409.9003487492,
1938,Switzerland,CHE,146,4192,7966.6410424059,33.0888576468,36.2,9272.2125315911,
1939,Switzerland,CHE,146,4206,8092.2063916422,33.3885959461,38.47,9698.1730373876,
1940,Switzerland,CHE,146,4226,8138.7871874027,31.8962470349,37.73,10847.9822272222,
1941,Switzerland,CHE,146,4254,8046.6735150964,30.1801685466,35.15,11839.8896820956,
1942,Switzerland,CHE,146,4286,7668.7590383229,29.1788584874,33.72,12795.2649599505,
1943,Switzerland,CHE,146,4323,7642.7936316209,29.587546032,33.59,13459.0633281527,
1944,Switzerland,CHE,146,4364,7724.1390129065,29.7304587979,32.34,13940.3666702224,
1945,Switzerland,CHE,146,4412,7475.0943742721,31.5070987446,31.83,14839.8654025822,
1946,Switzerland,CHE,146,4467,8996.9310876949,35.4831835495,40.63,18136.8603196456,
1947,Switzerland,CHE,146,4524,9182.1688893645,37.786053466,42.11,20227.0551247964,
1948,Switzerland,CHE,146,4582,9115.6529899607,37.5354190519,40.97,20079.8914030789,0.1740078
1949,Switzerland,CHE,146,4640,8756.59375,35.7488560285,40.55,21160.61752811,0.1636168
1950,Switzerland,CHE,146,4694,9063.6983383042,37.8516276127,41.71,23192.3826431686,0.1583248
1951,Switzerland,CHE,146,4749,9684.1440303222,40.2627306762,41.76,24505.4648850815,0.1847623
1952,Switzerland,CHE,146,4815,9630.1142263759,40.0189503461,41.54,25721.2817757415,0.1876516
1953,Switzerland,CHE,146,4878,9840.303403034,40.8327449437,42.14,27255.9128732858,0.1934874
1954,Switzerland,CHE,146,4929,10287.0764861027,42.6516346916,43.4,29401.1542314726,0.1994449
1955,Switzerland,CHE,146,4980,10866.8674698795,44.9622793899,44.65,31611.2391571613,0.2069473
1956,Switzerland,CHE,146,5045,11439.0485629336,47.2394720664,46.31,33626.7933803444,0.2205128
1957,Switzerland,CHE,146,5126,11705.4233320328,48.3670200305,46.74,34572.4287397467,0.2277037
1958,Switzerland,CHE,146,5199,11296.7878438161,46.6434736597,46.81,36717.6700979335,0.2099093
1959,Switzerland,CHE,146,5259,11870.1274006465,49.0226591978,48.52,40386.7352924143,0.2292862
1960,Switzerland,CHE,146,5362,12456.7325624767,51.4022539349,49.97,45433.7262963098,0.2480599
1961,Switzerland,CHE,146,5512,13098.6937590711,54.2576448597,51.91,50383.4519489525,0.2737869
1962,Switzerland,CHE,146,5666,13353.5121779033,55.4666234334,53.85,55403.4247997222,0.2882883
1963,Switzerland,CHE,146,5789,13710.4854033512,57.0115544218,55.3,61412.2620548955,0.3001073
1964,Switzerland,CHE,146,5887,14190.7593001529,58.9529992832,56.82,65772.9919693962,0.3070832
1965,Switzerland,CHE,146,5943,14503.6177014976,60.1991126701,58.23,70630.8559014113,0.2869701
1966,Switzerland,CHE,146,5996,14727.3182121414,61.1137748319,59.47,76029.0828959419,0.2739653
1967,Switzerland,CHE,146,6063,15010.3908955962,62.2647494412,60.55,81184.1465123405,0.2604833
1968,Switzerland,CHE,146,6132,15373.7769080235,63.8583751157,62.29,87965.702946911,0.2555245
