code,country,year,rev,exp,prim_exp,ie,pb,d,rgc,rltirc,gg_debt,gg_budg
111,United States,1800,2.36362,2.34989,1.6146,0.735294,0.74902,18.0911,,,0,0
111,United States,1801,2.44981,1.77936,0.94356,0.835796,1.50625,15.2865,4.97677,,0,0
111,United States,1802,3.06041,1.60449,0.762653,0.841837,2.29776,15.7255,4.8265,,0,0
111,United States,1803,2.26721,1.60902,0.820287,0.788729,1.44693,17.7104,1.37583,,0,0
111,United States,1804,2.21461,1.63277,0.833708,0.799064,1.3809,15.4142,3.00994,,0,0
111,United States,1805,2.29071,1.77466,1.07382,0.700845,1.21689,12.791,5.40047,,0,0
111,United States,1806,2.55501,1.60985,0.998522,0.61133,1.55649,11.3659,5.06188,,0,0
111,United States,1807,2.90745,1.48121,0.883688,0.597518,2.02376,11.5596,4.31146,,0,0
111,United States,1808,3.70087,2.15445,1.41085,0.743601,2.29002,12.3694,-4.09938,,0,0
111,United States,1809,1.54841,2.04801,1.47709,0.570916,0.071315,10.5922,8.20772,,0,0
111,United States,1810,1.59592,1.38725,0.903401,0.483844,0.692517,8.16429,5.94189,,0,0
111,United States,1811,2.4869,1.38931,0.964138,0.425172,1.52276,7.79483,5.03338,,0,0
111,United States,1812,1.7225,3.56432,3.13357,0.430756,-1.41107,9.83533,1.10513,,0,0
111,United States,1813,2.30177,5.08539,4.50771,0.577689,-2.20594,13.0799,3.9466,,0,0
111,United States,1814,1.59515,4.95307,4.29786,0.655207,-2.70271,14.2416,4.69942,,0,0
111,United States,1815,1.93707,4.02808,3.31933,0.708744,-1.38227,15.6817,2.37312,,0,0
111,United States,1816,5.5829,3.58162,2.737,0.844614,2.8459,14.4604,-1.38045,,0,0
111,United States,1817,3.90779,2.57898,1.82467,0.754309,2.08312,12.2157,2.86117,,0,0
111,United States,1818,2.64522,2.42953,1.69228,0.737255,0.952941,11.7071,3.31222,,0,0
111,United States,1819,3.263,2.84668,2.1618,0.684881,1.10119,12.0711,2.85809,,0,0
111,United States,1820,2.72576,2.78369,2.00229,0.781403,0.723476,13.7175,2.44845,,0,0
111,United States,1821,2.40082,2.60478,1.76672,0.838056,0.634102,15.4114,4.52044,,0,0
111,United States,1822,2.87386,2.13068,1.39588,0.734801,1.47798,12.9085,5.77661,,0,0
111,United States,1823,2.93863,2.10401,1.39971,0.704292,1.53891,12.9142,1.80616,,0,0
111,United States,1824,2.58069,2.70666,2.04128,0.66538,0.539414,11.1569,5.67158,,0,0
111,United States,1825,2.56953,1.86553,1.35177,0.513765,1.21776,9.53576,5.27464,,0,0
111,United States,1826,2.85747,1.92715,1.47772,0.449434,1.37975,8.36957,3.7358,,0,0
111,United States,1827,2.64585,1.85933,1.45772,0.401613,1.18813,7.77362,3.49231,,0,0
111,United States,1828,2.8109,1.86095,1.50919,0.351759,1.3017,6.63122,3.01772,,0,0
111,United States,1829,2.74342,1.67989,1.3989,0.280995,1.34453,5.3663,-0.386035,,0,0
111,United States,1830,2.66281,1.62304,1.4179,0.205145,1.24491,4.19325,10.4861,,0,0
111,United States,1831,2.65862,1.42106,1.29208,0.128984,1.36654,2.26673,9.2072,,0,0
111,United States,1832,2.75896,1.49688,1.42996,0.066926,1.329,0.6071,6.80144,,0,0
111,United States,1833,2.61541,1.77334,1.74992,0.023421,0.865485,0.366718,6.57173,,0,0
111,United States,1834,1.63481,1.39745,1.3823,0.015154,0.252513,0.002851,-1.97112,,0,0
111,United States,1835,2.16963,1.07612,1.07257,0.003552,1.09706,0.002327,6.79846,,0,0
111,United States,1836,2.68075,1.62806,1.62541,0.002652,1.05534,0.017774,4.36006,,0,0
111,United States,1837,1.36361,2.03514,2.03338,0.001753,-0.669777,0.180765,-0.353223,,0,0
111,United States,1838,1.49619,1.92634,1.92548,0.000853,-0.429295,0.593515,1.86766,,0,0
111,United States,1839,1.62955,1.39229,1.37158,0.020704,0.257971,0.184938,7.6405,,0,0
111,United States,1840,1.12601,1.40567,1.39555,0.010116,-0.269538,0.303526,-2.27683,,0,0
111,United States,1841,0.966743,1.52328,1.50694,0.016342,-0.540195,0.779472,0.714972,,0,0
111,United States,1842,1.19617,1.50934,1.46299,0.046347,-0.266826,1.20964,2.04492,,0,0
111,United States,1843,0.507518,0.724817,0.692787,0.032029,-0.185269,2.00141,4.48552,,0,0
111,United States,1844,1.61637,1.23142,1.13032,0.101103,0.486053,1.29339,8.33416,,0,0
111,United States,1845,1.53221,1.17265,1.11948,0.05317,0.41273,0.814161,4.48555,,0,0
111,United States,1846,1.44035,1.3466,1.30572,0.040883,0.134627,0.754122,3.69601,,0,0
111,United States,1847,1.13473,2.45315,2.40523,0.047923,-1.27049,1.66283,6.00254,,0,0
111,United States,1848,1.50594,1.91222,1.81146,0.100759,-0.30552,1.98251,6.0886,,0,0
111,United States,1849,1.3314,1.92201,1.76988,0.152133,-0.438481,2.69036,0.85824,,0,0
111,United States,1850,1.71868,1.55865,1.40958,0.149074,0.309105,2.5011,3.95611,,0,0
111,United States,1851,1.93945,1.76048,1.62406,0.136421,0.315387,2.52048,7.81216,,0,0
111,United States,1852,1.67892,1.48855,1.35382,0.134725,0.325093,2.22967,8.99989,,0,0
111,United States,1853,1.79502,1.40437,1.29752,0.106849,0.497493,1.74308,10.7151,,0,0
111,United States,1854,1.90157,1.49562,1.41649,0.079129,0.485081,1.08848,3.93488,,0,0
111,United States,1855,1.6152,1.47659,1.4194,0.057192,0.195798,0.879585,1.00179,,0,0
111,United States,1856,1.76494,1.65803,1.61146,0.046568,0.15348,0.762012,4.89617,,0,0
111,United States,1857,1.59789,1.57081,1.53193,0.038879,0.065964,0.664991,0.588049,,0,0
111,United States,1858,1.14688,1.82362,1.7851,0.03852,-0.638225,1.10406,3.11571,,0,0
111,United States,1859,1.24763,1.61117,1.54964,0.061535,-0.302006,1.36454,5.13634,,0,0
111,United States,1860,1.25006,1.4076,1.33677,0.070836,-0.086711,1.4458,5.08303,,0,0
111,United States,1861,0.888675,1.42468,1.33905,0.085635,-0.450375,1.93924,0.112255,,0,0
111,United States,1862,0.943503,8.61637,8.37699,0.239383,-7.43349,9.51321,5.29627,,0,0
111,United States,1863,1.53517,9.73629,9.39941,0.336875,-7.86424,15.2537,8.78464,,0,0
111,United States,1864,2.77736,9.0819,8.51845,0.563445,-5.74109,19.0578,5.65599,,0,0
111,United States,1865,3.54563,13.7862,12.9638,0.822333,-9.41821,28.4523,-2.93831,,0,0
111,United States,1866,6.09672,5.69004,4.23622,1.45382,1.8605,30.1078,1.6847,,0,0
111,United States,1867,5.53451,4.0332,2.41129,1.62191,3.12321,29.8947,5.90422,,0,0
111,United States,1868,4.67325,4.34724,2.72945,1.61779,1.9438,29.7632,3.84832,,0,0
111,United States,1869,4.31782,3.75818,2.23689,1.52129,2.08093,29.6253,5.30528,,0,0
111,United States,1870,5.04422,3.79804,2.21291,1.58512,2.8313,29.8841,-0.252637,,0,0
111,United States,1871,4.77662,3.64084,2.07601,1.56482,2.70061,28.9352,-0.325038,,0,0
111,United States,1872,3.99772,2.96557,1.71148,1.25409,2.28625,23.6161,19.7268,,0,0
111,United States,1873,3.58858,3.12199,1.99563,1.12636,1.59295,23.1313,0.259988,,0,0
111,United States,1874,3.52781,3.50068,2.26158,1.2391,1.26622,24.9848,-4.27427,,0,0
111,United States,1875,3.40144,3.24345,2.02585,1.2176,1.37559,25.4668,2.24085,,0,0
111,United States,1876,3.38742,3.05346,1.89885,1.15461,1.48857,24.5433,6.63921,,0,0
111,United States,1877,3.06342,2.62719,1.56988,1.05731,1.49355,22.9454,7.49267,,0,0
111,United States,1878,2.84288,2.61348,1.48299,1.13048,1.35989,23.8162,5.09847,,0,0
111,United States,1879,2.82791,2.75687,1.66911,1.08776,1.1588,23.7417,10.0067,,0,0
111,United States,1880,2.79289,2.24119,1.43933,0.801859,1.35356,17.5089,17.2838,,0,0
111,United States,1881,3.04766,2.20234,1.50536,0.696984,1.5423,17.0577,-0.312511,4.26,0,0
111,United States,1882,3.00108,1.91865,1.39003,0.528611,1.61104,13.8102,11.2682,4.31,0,0
111,United States,1883,3.18478,2.12225,1.64919,0.473053,1.53558,13.7691,-3.71232,7.77828,0,0
111,United States,1884,2.85065,1.99678,1.55037,0.446409,1.30028,13.2939,2.19481,7.85143,0,0
111,United States,1885,2.65625,2.13546,1.71378,0.421681,0.942475,12.9538,2.2332,4.08,0,0
111,United States,1886,2.50663,1.80661,1.42976,0.376844,1.07687,11.5904,10.164,3.81,0,0
111,United States,1887,2.68394,1.93621,1.5912,0.345006,1.09274,10.5903,3.05403,3.87,0,0
111,United States,1888,2.77667,1.96153,1.63416,0.327367,1.14251,10.1371,-2.83537,3.8,0,0
111,United States,1889,2.66032,2.05711,1.7753,0.281813,0.885023,8.58802,6.29501,3.66,0,0
111,United States,1890,2.77738,2.19142,1.94269,0.248736,0.834693,7.73374,2.16521,3.78,0,0
111,United States,1891,2.52321,2.35073,2.10943,0.241305,0.413785,6.46406,7.35128,3.95,0,0
111,United States,1892,2.26465,2.20139,2.05222,0.149161,0.212423,6.17762,1.99117,3.83,0,0
111,United States,1893,2.53779,2.52238,2.34305,0.179333,0.194738,6.32396,-3.31549,3.93,0,0
111,United States,1894,2.24881,2.69783,2.49346,0.204368,-0.244652,7.46457,-5.37181,7.4237,0,0
111,United States,1895,2.09827,2.3016,2.10143,0.200168,-0.003153,7.08783,15.3827,7.43615,0,0
111,United States,1896,2.21094,2.30273,2.07136,0.231365,0.139584,7.99483,-1.5289,3.63,0,0
111,United States,1897,2.18363,2.297,2.05968,0.237321,0.123957,7.70406,5.72576,3.44,0,0
111,United States,1898,2.44464,2.67412,2.44743,0.226689,-0.002792,7.43512,2.79543,3.38,0,0
111,United States,1899,2.78702,3.26836,3.05286,0.215508,-0.265835,7.7605,9.90034,3.24,0,0
111,United States,1900,2.9406,2.70016,2.49197,0.208191,0.448626,6.5496,2.0641,3.3,0,0
111,United States,1901,2.71674,2.42519,2.27568,0.149515,0.441064,5.64706,11.528,3.25,0,0
111,United States,1902,2.53414,2.18613,2.05499,0.131141,0.479149,5.3074,1.08956,-0.7,0,0
111,United States,1903,2.31589,2.13093,2.01323,0.117698,0.302658,4.77869,6.54094,-0.396154,0,0
111,United States,1904,2.32665,2.50972,2.40374,0.105977,-0.077086,4.88588,-5.00931,3.6,0,0
111,United States,1905,2.12458,2.21438,2.11839,0.095991,0.006195,4.42016,10.1842,3.5,0,0
111,United States,1906,1.97453,1.89228,1.81161,0.080672,0.162914,3.7916,13.827,3.55,0,0
111,United States,1907,2.15705,1.87609,1.79678,0.079306,0.360271,3.71628,-1.87,0.096296,0,0
111,United States,1908,2.29421,2.51275,2.43108,0.081673,-0.136876,4.48917,-13.1698,7.52143,0,0
111,United States,1909,1.97232,2.26418,2.19302,0.071162,-0.220692,3.74776,16.6206,3.77,0,0
111,United States,1910,2.13709,2.19437,2.12684,0.067522,0.010244,3.62852,-0.889063,0.096296,0,0
111,United States,1911,2.15306,2.12045,2.05507,0.065377,0.097991,3.54016,3.36056,3.9,0,0
111,United States,1912,1.97939,1.9716,1.90696,0.064634,0.07243,3.41185,4.78703,0.328571,0,0
111,United States,1913,1.94592,1.94701,1.88464,0.062368,0.061276,3.24939,3.96336,1.58621,0,0
111,United States,1914,2.11559,2.11678,2.05007,0.066707,0.065517,3.46677,-7.90682,2.7532,0,0
111,United States,1915,1.89727,2.07127,2.00769,0.063582,-0.110416,3.30714,2.66146,3.15332,0,0
111,United States,1916,1.70369,1.59522,1.54398,0.05124,0.159706,2.74119,13.9368,-3.51579,0,0
111,United States,1917,2.11427,3.75374,3.7062,0.047536,-1.59193,5.71674,-2.74991,-13.3812,0,0
111,United States,1918,5.45531,18.9724,18.6884,0.283961,-13.2331,18.64,9.28918,-12.6979,0,0
111,United States,1919,6.69972,24.151,23.3423,0.808682,-16.6426,33.2822,0.443238,-10.1059,0,0
111,United States,1920,7.63697,7.30247,6.1306,1.17187,1.50637,27.9104,-1.50183,-10.7301,0,0
111,United States,1921,7.5342,6.8458,5.49451,1.35129,2.03969,32.4282,-2.4444,15.8367,0,0
111,United States,1922,5.52864,4.51723,3.15632,1.36091,2.37232,31.5349,5.96436,11.0533,0,0
111,United States,1923,4.53761,3.69846,2.45485,1.24361,2.08276,26.3223,13.3076,2.81717,0,0
111,United States,1924,4.44849,3.34147,2.2606,1.08087,2.18789,24.4198,2.46582,4.4643,0,0
111,United States,1925,3.9856,3.20065,2.23533,0.965316,1.75027,22.4591,3.1487,1.96094,0,0
111,United States,1926,3.89418,3.00645,2.15279,0.853655,1.74138,20.156,6.1025,3.44762,0,0
111,United States,1927,4.14536,2.95183,2.13881,0.81302,2.00656,19.1235,1.10147,6.18679,0,0
111,United States,1928,4.02906,3.05898,2.30306,0.755916,1.72599,18.1853,0.825977,5.39615,0,0
111,United States,1929,3.72381,3.01562,2.36149,0.654127,1.36231,16.327,6.79475,4.42,0,0
111,United States,1930,4.44456,3.6366,2.91442,0.722177,1.53014,17.7276,-8.59888,6.93411,0,0
111,United States,1931,4.06731,4.67028,3.8719,0.798381,0.195409,21.9338,-6.37392,12.9,0,0
111,United States,1932,3.27192,7.92378,6.9046,1.01918,-3.63267,33.1412,-13.0472,15.007,0,0
111,United States,1933,3.5405,8.15336,6.93108,1.22228,-3.39058,39.9622,-1.38934,9.28447,0,0
111,United States,1934,4.56814,10.0676,8.92119,1.14639,-4.35305,40.9896,10.7741,0.639485,0,0
111,United States,1935,5.05587,8.86359,7.74363,1.11995,-2.68776,39.1554,8.978,1.00623,0,0
111,United States,1936,4.77546,10.0617,9.16632,0.895337,-4.39086,40.3567,12.9342,2.22676,0,0
111,United States,1937,5.3924,8.41462,7.47187,0.942747,-2.07947,39.6351,5.26444,-0.534458,0,0
111,United States,1938,6.49014,7.85671,6.78089,1.07582,-0.290749,43.1646,-3.4881,4.86047,0,0
111,United States,1939,5.41203,9.61003,8.5877,1.02233,-3.17567,43.956,8.1259,4.1718,0,0
111,United States,1940,6.78402,8.93906,7.91148,1.02758,-1.12746,42.4161,8.54455,1.73846,0,0
111,United States,1941,7.26283,10.4617,9.58505,0.876632,-2.32222,38.6436,17.1408,-2.35,0,0
111,United States,1942,9.32922,21.0364,20.2576,0.778792,-10.9284,44.7604,18.3844,-8.0076,0,0
111,United States,1943,12.637,40.0039,39.0925,0.911371,-26.4556,68.8992,16.4485,-3.49754,0,0
111,United States,1944,21.7552,43.2344,42.0469,1.18752,-20.2917,91.4899,8.23388,0.862548,0,0
111,United States,1945,22.4841,44.082,42.4602,1.62183,-19.9761,116.001,-1.21346,0.27296,0,0
111,United States,1946,19.5816,27.1372,25.0131,2.12414,-5.43144,121.198,-11.0908,-6.10432,0,0
111,United States,1947,17.826,15.9261,13.8975,2.02861,3.92848,105.682,-0.6908,-11.859,0,0
111,United States,1948,16.8488,12.2238,10.2908,1.9329,6.55796,93.5802,4.34085,-4.9728,0,0
111,United States,1949,15.5541,14.7458,12.7512,1.99454,2.80284,94.423,-0.583333,3.71087,0,0
111,United States,1950,13.9347,13.4366,11.4829,1.95376,2.45177,87.4473,8.74976,1.50157,0,0
111,United States,1951,15.7353,12.9515,11.2983,1.65321,4.43707,75.1758,7.61888,-5.31116,0,0
111,United States,1952,18.9816,18.2106,16.5767,1.63393,2.40491,72.2546,3.97774,0.690235,0,0
111,United States,1953,18.8442,19.5103,17.7984,1.71192,1.0458,70.0371,4.58857,2.39746,0,0
111,United States,1954,18.8302,18.6014,16.9266,1.67475,1.90358,71.1781,-0.678859,2.66389,0,0
111,United States,1955,15.7833,16.5003,14.966,1.53429,0.817271,66.0824,7.09003,3.26332,0,0
111,United States,1956,17.0393,16.0868,14.5374,1.54945,2.50193,62.2719,1.98142,1.68488,0,0
111,United States,1957,17.3477,16.6285,15.0588,1.56971,2.28884,58.6191,1.99897,0.246524,0,0
111,United States,1958,17.0454,17.648,16.0223,1.62573,1.02308,59.0603,-0.966161,0.942543,0,0
111,United States,1959,15.6433,18.1522,16.6558,1.49641,-1.01252,56.1107,7.22212,3.11848,0,0
111,United States,1960,28.0985,28.2885,26.8307,1.45781,1.26787,61.7245,2.48814,3.02913,1,1
111,United States,1961,28.1308,29.6223,28.3052,1.31706,-0.174384,62.2514,2.32676,3.24005,1,1
111,United States,1962,28.3322,29.711,28.3706,1.34039,-0.038419,60.1614,6.0403,3.19301,1,1
111,United States,1963,28.8766,29.5241,28.132,1.39209,0.744608,58.8086,4.32355,2.89278,1,1
111,United States,1964,27.7523,28.9389,27.5526,1.38627,0.199653,56.7005,5.80211,3.046,1,1
111,United States,1965,27.7273,28.44,27.0981,1.34191,0.629237,53.7101,6.39382,2.717,1,1
111,United States,1966,28.364,29.4114,28.0942,1.31717,0.269781,50.6483,6.57091,1.68446,1,1
111,United States,1967,28.7859,31.3326,30.0262,1.30639,-1.24031,50.4421,2.50349,2.25256,1,1
111,United States,1968,30.3006,31.625,30.2704,1.35462,0.030225,48.4829,4.76982,1.68552,1,1
111,United States,1969,31.4279,31.2654,29.9296,1.33577,1.4983,45.9139,3.038,1.10793,1,1
111,United States,1970,30.2403,32.3036,30.8687,1.43497,-0.628401,46.3633,0.184802,1.71177,1,1
111,United States,1971,29.7023,32.4688,31.0911,1.37774,-1.38883,46.9913,3.34544,2.89791,1,1
111,United States,1972,30.9031,32.2623,30.9112,1.35108,-0.008078,45.4321,5.4277,3.74116,1,1
111,United States,1973,31.0593,31.3306,29.9018,1.4288,1.15751,42.5924,5.7716,0.933057,1,1
111,United States,1974,31.6533,32.7137,31.2965,1.41719,0.356797,41.4431,-0.591745,-3.2069,1,1
111,United States,1975,29.8289,35.1321,33.6666,1.46549,-3.83776,44.6027,-0.356184,-0.794981,1,1
111,United States,1976,30.5331,33.9641,32.3157,1.64833,-1.78261,44.7646,5.56508,2.65839,1,1
111,United States,1977,30.8146,33.0743,31.4796,1.59473,-0.664984,43.5772,4.64086,1.55044,1,1
111,United States,1978,30.9025,32.2921,30.6736,1.61853,0.228883,42.5224,5.51443,1.09734,1,1
111,United States,1979,31.2515,32.2896,30.6397,1.64995,0.611779,41.2285,3.18237,-1.62019,1,1
111,United States,1980,31.5747,34.2862,32.5198,1.7664,-0.945071,41.8657,-0.228008,-1.56172,1,1
111,United States,1981,32.3041,34.6523,32.5215,2.13074,-0.217471,41.0503,2.45057,3.79169,1,1
111,United States,1982,32.0256,36.9862,34.5217,2.46452,-2.49602,45.9195,-2.02549,7.63164,1,1
111,United States,1983,31.3897,37.0933,34.499,2.59435,-3.10926,48.9312,4.32989,8.88047,1,1
111,United States,1984,31.3081,36.1518,33.2733,2.87846,-1.96519,50.5841,7.26575,8.3418,1,1
111,United States,1985,31.8182,36.9273,33.9635,2.96386,-2.14524,55.4458,3.84909,7.81644,1,1
111,United States,1986,32.0237,37.3667,34.5243,2.84246,-2.50053,58.8845,3.41607,7.09978,1,1
111,United States,1987,32.7652,37.1663,34.0985,3.06776,-1.33331,60.6266,3.39794,6.25132,1,1
111,United States,1988,32.6242,36.2823,33.185,3.09729,-0.560738,61.2967,4.17287,6.09639,1,1
111,United States,1989,32.9215,36.2378,32.9717,3.26607,-0.050163,61.5705,3.50795,4.88602,1,1
111,United States,1990,32.8557,37.2005,33.8133,3.38719,-0.957672,63.1426,1.76128,3.15205,1,1
111,United States,1991,32.9434,37.9725,34.3844,3.58806,-1.44106,67.8802,-0.469596,3.62337,1,1
111,United States,1992,32.763,38.6457,35.1272,3.51844,-2.36428,70.2742,3.04955,3.98118,1,1
111,United States,1993,33.0234,38.0989,34.7017,3.39717,-1.67833,71.8764,2.65407,2.87167,1,1
111,United States,1994,33.4076,37.1097,33.7572,3.35243,-0.349675,71.0842,4.03676,4.50089,1,1
111,United States,1995,33.7826,37.0811,33.5327,3.54839,0.249844,70.6653,2.66886,3.77375,1,1
111,United States,1996,34.2605,36.5514,33.1586,3.39288,1.10194,69.9001,3.57115,3.50713,1,1
111,United States,1997,34.5533,35.4384,32.2157,3.22268,2.33758,67.4301,4.43224,4.01493,1,1
111,United States,1998,34.929,34.6223,31.5453,3.077,3.38376,64.2121,4.28212,3.71716,1,1
111,United States,1999,34.8848,34.1955,31.4906,2.70487,3.39418,60.5029,4.11408,3.44353,1,1
111,United States,2000,35.3533,33.8807,31.4225,2.45818,3.93082,54.5226,3.7527,2.66248,1,1
111,United States,2001,34.4346,34.9759,31.7543,3.22165,2.68031,54.7268,0.251615,2.20087,1,1
111,United States,2002,31.9871,35.8917,33.0523,2.83942,-1.06514,57.1036,2.4457,3.01516,1,1
111,United States,2003,31.36,36.2701,33.6874,2.58267,-2.32747,60.4501,2.50259,1.717,1,1
111,United States,2004,31.6474,36.0593,33.5529,2.5064,-1.90544,61.5398,3.58458,1.60659,1,1
111,United States,2005,33.1137,36.3204,33.6788,2.64161,-0.565093,61.7881,3.05992,2.35236,1,1
111,United States,2006,33.9712,36.0209,33.3088,2.71208,0.662436,61.2168,2.67415,2.34997,1,1
111,United States,2007,34.0894,36.847,33.9655,2.88143,0.12391,62.4228,1.94741,2.34757,1,1
111,United States,2008,32.6704,39.0933,36.359,2.73431,-3.68865,71.7686,-0.000756,2.34518,1,1
111,United States,2009,31.1102,42.6577,40.1577,2.50007,-9.04743,85.8316,-3.48581,2.34278,1,1
111,United States,2010,31.8251,42.4577,39.844,2.61367,-8.01891,95.1896,3.02957,2.34039,1,1
111,United States,2011,31.3948,41.4534,39.1797,2.27374,-7.7849,102.93,1.73518,2.338,1,1
112,United Kingdom,1800,,,,4.00689,,176.303,,,0,0
112,United Kingdom,1801,,,,7.7821,,178.988,,0.38,0,0
112,United Kingdom,1802,,,,7.58093,,189.523,,41.45,0,0
112,United Kingdom,1803,,,,7.38471,,192.002,,7.95,0,0
112,United Kingdom,1804,,,,7.19373,,187.037,,2.52,0,0
112,United Kingdom,1805,,,,7.00771,,189.208,,-8.58,0,0
112,United Kingdom,1806,,,,6.82641,,191.139,,9.85,0,0
112,United Kingdom,1807,,,,6.64982,,192.845,,9.97,0,0
112,United Kingdom,1808,,,,6.47773,,191.093,,-2.73,0,0
112,United Kingdom,1809,,,,6.31034,,189.31,,-8.33,0,0
112,United Kingdom,1810,,,,6.14704,,187.485,,-0.64,0,0
112,United Kingdom,1811,,,,5.98802,,182.635,,10.55,0,0
112,United Kingdom,1812,,,,6.00998,,189.314,,-9.33,0,0
112,United Kingdom,1813,,,,9.04814,,196.043,,7.48,0,0
112,United Kingdom,1814,,,,9.08128,,220.978,,20.23,0,0
112,United Kingdom,1815,,,,9.11439,,224.822,,23.61,0,0
112,United Kingdom,1816,,,,9.14774,,237.841,,-5.03,0,0
112,United Kingdom,1817,,,,9.18133,,232.594,,0.66,0,0
112,United Kingdom,1818,,,,9.21517,,258.025,,8.49,0,0
112,United Kingdom,1819,,,,9.2487,,258.964,,11.77,0,0
112,United Kingdom,1820,,,,9.28275,,259.917,,15.44,0,0
112,United Kingdom,1821,,,,9.31677,,260.87,,13.8,0,0
112,United Kingdom,1822,,,,8.90631,,246.408,,13.65,0,0
112,United Kingdom,1823,,,,8.51402,,238.393,,-2.45,0,0
112,United Kingdom,1824,,,,8.1389,,225.176,,-3.98,0,0
112,United Kingdom,1825,,,,7.78049,,212.667,,-1.42,0,0
112,United Kingdom,1826,,,,7.43771,,200.818,,15.21,0,0
112,United Kingdom,1827,,,,7.11002,,191.97,,6.68,0,0
112,United Kingdom,1828,,,,6.79686,,183.515,,1.18,0,0
112,United Kingdom,1829,,,,6.49744,,173.265,,0.4,0,0
112,United Kingdom,1830,12.2839,11.8289,5.61775,6.21118,6.66614,165.632,,6.43,0,0
112,United Kingdom,1831,11.5411,11.5411,5.29107,6.25,6.25,164.583,4.78592,2.17,0,0
112,United Kingdom,1832,12.1806,12.1806,5.64461,6.53595,6.53595,169.935,-1.01471,9.14,0,0
112,United Kingdom,1833,12.1359,11.8932,5.27069,6.62252,6.86523,172.185,1.02511,10.17,0,0
112,United Kingdom,1834,11.3585,11.1313,4.8943,6.23701,6.46418,162.162,4.06111,8.64,0,0
112,United Kingdom,1835,10.6157,10.1911,4.28557,5.90551,6.33014,151.575,5.36637,9.92,0,0
112,United Kingdom,1836,10.4413,9.85028,4.31522,5.53506,6.12607,145.757,3.70386,-10.63,0,0
112,United Kingdom,1837,10.3263,10.5328,4.77468,5.75816,5.55163,151.632,-1.33959,0.89,0,0
112,United Kingdom,1838,9.81713,10.0096,4.58467,5.42495,5.23246,142.857,5.4311,-4.22,0,0
112,United Kingdom,1839,9.46487,9.64689,4.49225,5.15464,4.97262,135.739,4.7195,-0.33,0,0
112,United Kingdom,1840,10.1981,10.3942,4.89969,5.4945,5.29839,144.689,-2.8683,6.28,0,0
112,United Kingdom,1841,10.8041,11.2196,5.45038,5.76923,5.35369,151.923,-2.10955,7.19,0,0
112,United Kingdom,1842,11.1039,11.9747,5.97474,6,5.12911,158,-2.15501,10.64,0,0
112,United Kingdom,1843,12.4264,11.9904,5.96631,6.0241,6.46011,158.635,1.7612,15.02,0,0
112,United Kingdom,1844,11.4647,10.8717,5.34685,5.52486,6.11787,145.488,6.06137,-1.34,0,0
112,United Kingdom,1845,10.6165,10.0577,4.84035,5.21739,5.77615,137.391,5.3061,5.74,0,0
112,United Kingdom,1846,9.99828,9.48112,4.59513,4.88599,5.40315,128.665,6.59005,-1.97,0,0
112,United Kingdom,1847,3.6448,9.77468,5.07249,4.70219,-1.42769,123.824,0.72689,-11.24,0,0
112,United Kingdom,1848,10.0052,10.1777,5.29169,4.88599,4.71349,128.665,1.08327,26.9,0,0
112,United Kingdom,1849,9.69883,9.35852,4.55852,4.8,5.14031,126.4,1.78557,13.06,0,0
112,United Kingdom,1850,10.6682,10.2938,5.04909,5.24475,5.61908,138.112,-1.05286,6.15,0,0
112,United Kingdom,1851,9.90975,9.55583,4.56415,4.99168,5.3456,131.448,4.25468,5.15,0,0
112,United Kingdom,1852,9.96504,9.61539,4.67305,4.94234,5.29199,130.148,1.70056,1,0,0
112,United Kingdom,1853,9.9291,9.42423,4.99945,4.42478,4.92965,115.044,3.67927,-8.58,0,0
112,United Kingdom,1854,10.0154,13.4077,9.2294,4.17827,0.785969,107.242,2.58075,-2.66,0,0
112,United Kingdom,1855,10.854,14.4204,10.3608,4.05954,0.493216,105.548,-0.315003,4.17,0,0
112,United Kingdom,1856,10.7163,11.3116,7.41043,3.90117,3.30582,105.332,7.25672,3.22,0,0
112,United Kingdom,1857,10.0317,10.1814,6.33033,3.85109,3.70136,103.979,1.76378,0.77,0,0
112,United Kingdom,1858,9.89305,10.0476,6.05827,3.98936,3.83478,107.713,0.289512,13.13,0,0
112,United Kingdom,1859,10.1766,10.1766,6.3983,3.77834,3.77834,102.015,2.59424,1.36,0,0
112,United Kingdom,1860,10.031,10.4609,6.76637,3.69458,3.26468,99.7537,2.24601,-1.11,0,0
112,United Kingdom,1861,9.2897,9.6936,6.15169,3.54191,3.13801,95.6316,2.74829,4.14,0,0
112,United Kingdom,1862,9.14224,9.27474,5.78637,3.48837,3.35588,93.0232,0.801124,2.37,0,0
112,United Kingdom,1863,8.53555,8.53555,5.18734,3.34821,3.34821,89.2857,0.795938,1.55,0,0
112,United Kingdom,1864,8.26739,8.02775,4.85315,3.1746,3.41424,83.5979,2.63139,3.33,0,0
112,United Kingdom,1865,7.59889,7.59889,4.52197,3.07692,3.07692,81.0256,3.07763,5.08,0,0
112,United Kingdom,1866,7.55979,7.44861,4.50744,2.94118,3.05235,76.4706,1.49287,2.56,0,0
112,United Kingdom,1867,7.66183,8.11253,5.11852,2.99401,2.54332,77.8443,-0.98097,3.23,0,0
112,United Kingdom,1868,8.00886,8.46007,5.46306,2.997,2.5458,74.9251,3.21781,4.06,0,0
